hid,save3,year,region,inc,save1,save2,m12,m18,m65,m18elem,m18sec,m18pos,f12,f18,f65,f18elem,f18sec,f18pos,of1,of2,of3,of4,of5,p0to5,p6to11,p12to17,p18to64,p65,of0,month,cpi,dev1,dev2,dev3,dev4,sd1,sd2,sd3,sd4,dvsq1,dvsq2,dvsq3,dvsq4
3.11e+08,-2224.915,76,29,1832.898,-1066.822,-967.9563,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,0,6,.6383333,5.17353,-150.2118,-10.8,94.96764,65.07536,109.085,121.0867,125.3696,26.76541,22563.57,116.64,9018.854
1.21e+08,352.6574,76,19,4386.313,548.069,922.2393,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,10,.6454167,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.21e+08,123.839,76,32,3550.23,1835.552,2161.622,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,3,3,0,0,4,.6329167,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
3.21e+08,558.9124,76,29,6146.68,2146.793,3499.593,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,11,.6476667,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
1.21e+08,-2473.763,76,19,3449.442,-150.5666,-150.5666,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,3,1,0,12,.65025,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.21e+08,160.2465,76,32,1516.449,410.3594,553.734,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,3,3,0,2,0,0,6,.6383333,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
1.11e+08,-1043.344,76,6,3208.49,1473.617,1853.76,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,4,0,0,9,.6439167,-22.37576,-52.43636,273.0818,145.5437,33.36157,99.81912,134.8266,59.59089,500.6745,2749.572,74573.68,21182.98
1.20e+08,67.97583,76,10,1997.941,428.3881,431.4761,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,2,3,1,1,1,0,11,.6476667,-8.832059,142.9941,116.9353,-57.45882,45.96748,140.3669,193.7277,84.65757,78.00526,20447.32,13673.86,3301.516
1.21e+08,-584.3558,76,19,2671.527,414.9068,1057.545,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,1,1,0,7,.6400833,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
1.21e+08,-536.8098,76,24,217.1592,-1419.731,-1263.502,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,7,.6400833,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
2.11e+08,1365.686,76,15,6075.535,907.8483,1544.958,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,2,3,2,3,0,0,8,.6420833,-.58125,-37.12258,575.8,-36.24688,46.6207,258.2012,195.3148,63.54251,.3378516,1378.086,331545.6,1313.836
1.11e+08,204.3682,76,6,1911.632,252.1924,663.0643,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,.6261666,53.9697,-52.43636,273.0818,55.72187,32.24647,99.81912,134.8266,64.16047,2912.728,2749.572,74573.68,3104.927
1.11e+08,1271.889,76,6,968.3665,-265.5056,-173.1803,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,10,.6454167,-22.37576,-52.43636,273.0818,145.5437,33.36157,99.81912,134.8266,59.59089,500.6745,2749.572,74573.68,21182.98
2.11e+08,543.9137,76,15,3328.228,-185.3002,569.8403,1,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,3,0,0,8,.6420833,-.58125,-37.12258,575.8,-36.24688,46.6207,258.2012,195.3148,63.54251,.3378516,1378.086,331545.6,1313.836
2.21e+08,56.55226,76,32,1070.803,138.7072,195.2672,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,2,.6285,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
2.10e+08,-70.66052,76,13,844.4155,-46.601,-9.734639,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,10,.6454167,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
1.21e+08,-12.3839,76,19,1169.19,-89.56764,215.5659,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,4,.6329167,83.51471,74.34706,53.27576,184.9441,33.94309,115.7548,130.024,103.8061,6974.706,5527.485,2838.306,34204.33
2.11e+08,-704.6476,76,11,1667.051,-752.3211,-627.7674,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,1,0,12,.65025,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
2.10e+08,61.63328,76,13,4215.961,1301.42,1363.054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,8,.6420833,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
1.21e+08,-996.9788,76,19,9685.535,6542.274,6542.274,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,.6476667,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
1.20e+08,-732.1982,76,17,2358.92,997.6873,1409.664,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,.6329167,62.59,-57.90645,-5.573333,212.3323,32.63063,98.90257,108.5992,149.7514,3917.508,3353.157,31.06204,45084.99
2.11e+08,375.3894,76,26,1295.454,-690.7507,-315.3613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,.6306667,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
1.11e+08,-276.0736,76,6,1192.032,-620.6595,-344.3003,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,7,.6400833,-22.37576,-52.43636,273.0818,145.5437,33.36157,99.81912,134.8266,59.59089,500.6745,2749.572,74573.68,21182.98
2.21e+08,234.6626,76,32,1426.377,-170.7344,94.60301,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,7,.6400833,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
1.21e+08,-1311.844,76,19,433.6792,-2214.306,-1122.736,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,12,.65025,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.21e+08,-644.6777,76,32,387.5432,-857.0277,-857.0277,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1,2,1,0,0,12,.65025,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.11e+08,-105.8282,76,13,1417.003,151.4086,177.6535,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,7,.6400833,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
2.11e+08,-245.8771,76,14,916.5703,-948.6514,-291.9025,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,12,.65025,-24.75294,-10.15588,256.7853,-46.17647,54.2164,169.5218,194.8623,58.83184,612.7081,103.1419,65938.69,2132.266
2.21e+08,-286.3777,76,32,832.4058,-180.0632,-125.8836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,9,.6439167,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
1.11e+08,1410.217,76,9,2368.4,-174.4714,699.4136,0,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,1,3,3,2,0,1,4,.6329167,15.32059,64.81765,55.73529,29.84118,36.80098,104.3601,148.7918,64.9431,234.7204,4201.327,3106.423,890.4958
2.11e+08,-642.527,76,11,1178.975,-428.8103,-131.2637,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,8,.6420833,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
2.11e+08,223.4033,76,11,931.9492,-617.739,-391.864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12,.65025,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
2.21e+08,120.1849,76,32,950.9138,166.1154,286.3003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,.6383333,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
3.20e+08,-1716.069,76,34,3355.608,-1340.938,-1145.233,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,.6285,6.644118,-126.4059,-4.835294,320.9794,49.16717,147.6977,180.8496,136.332,44.1443,15978.45,23.38007,103027.8
2.11e+08,15.36098,76,26,607.3594,31.32272,31.32272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,10,.6454167,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.21e+08,-370.3148,76,26,1282.583,-115.9922,-108.4959,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,12,.65025,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
1.11e+08,-210.6084,76,9,1721.559,28.02279,86.42771,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,4,0,0,2,.6285,15.32059,64.81765,55.73529,29.84118,36.80098,104.3601,148.7918,64.9431,234.7204,4201.327,3106.423,890.4958
3.21e+08,2236.76,76,28,5541.754,1013.938,3280.455,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,3,.6306667,48.56765,67.60588,-43.02353,166.2765,41.61229,127.8315,122.4276,143.9746,2358.816,4570.555,1851.024,27647.87
3.21e+08,-398.8006,76,24,799.6924,-537.9617,-185.9716,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,12,.65025,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
2.21e+08,138.6749,76,32,1615.055,329.7357,749.0412,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,8,.6420833,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
3.10e+08,-4562.469,76,28,7867.723,1585.988,1976.984,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,7,.6400833,-9.182353,67.60588,-43.02353,71.05589,42.40917,127.8315,122.4276,146.2666,84.31561,4570.555,1851.024,5048.938
2.10e+08,31.72205,76,13,1309.315,38.78902,102.3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,11,.6476667,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
2.21e+08,791.0217,76,32,3236.444,886.2779,1213.134,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,.6439167,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.11e+08,623.053,76,26,2167.547,1148.632,1154.975,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,3,.6306667,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
1.21e+08,-2091.334,76,19,2825.067,-63.03654,249.0462,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12,.65025,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
3.21e+08,-1495.66,76,24,1285.77,-2754.584,-1642.715,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,7,.6400833,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
1.21e+08,-1057.402,76,19,4469.891,2295.875,2303.595,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,11,.6476667,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.20e+08,-388.1279,76,31,1617.077,-456.0916,-116.2745,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,5,.6363333,-39.66364,-14.70588,-36.73824,149.8,55.2603,91.98359,122.7065,92.65401,1573.204,216.263,1349.698,22440.04
2.21e+08,-248.0499,76,27,1062.017,91.60062,294.319,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,.6261666,-29.11176,-92.77353,100.7441,46.61515,63.84005,168.922,188.1294,79.6624,847.4949,8606.928,10149.38,2172.972
1.21e+08,18063.17,76,24,2722.715,-501.0005,616.1107,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,6,.6383333,101.6647,-149.7212,64.84706,127.1382,63.51105,120.0491,107.2839,124.7622,10335.71,22416.44,4205.141,16164.13
2.21e+08,-486.9029,76,26,1123.238,-621.5073,-304.2166,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6,.6383333,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
3.11e+08,7961.02,76,29,3275.663,-1558.653,-731.6993,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,12,.65025,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
2.21e+08,0,76,32,1063.924,98.65751,98.65751,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,3,0,0,7,.6400833,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.11e+08,194.7041,76,14,964.0591,-14.18993,180.5141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,.6306667,-15.17941,-10.15588,256.7853,-38.25,54.32009,169.5218,194.8623,58.99903,230.4145,103.1419,65938.69,1463.063
1.21e+08,-1761.31,76,19,1962.736,-999.0939,-87.44447,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,1,.6261666,83.51471,74.34706,53.27576,184.9441,33.94309,115.7548,130.024,103.8061,6974.706,5527.485,2838.306,34204.33
1.21e+08,-1811.146,76,24,201.8895,-1618.92,-1618.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,.6439167,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
2.21e+08,0,76,32,900.634,109.301,109.301,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,.6306667,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
1.20e+08,-870.5701,76,10,1087.086,-390.7044,-308.9075,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,1,1,0,0,8,.6420833,-8.832059,142.9941,116.9353,-57.45882,45.96748,140.3669,193.7277,84.65757,78.00526,20447.32,13673.86,3301.516
1.22e+08,-2271.186,76,20,4969.188,102.6942,887.1065,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,.6383333,151,-133.15,-76.99117,36.53939,58.95229,79.57065,150.6927,68.34419,22801,17728.92,5927.641,1335.127
2.21e+08,235.861,76,32,3137.416,907.1375,1086.036,1,0,1,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,1,0,11,.6476667,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
1.22e+08,-3642.558,76,20,3908.616,1380.512,2007.045,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,0,0,6,.6383333,151,-133.15,-76.99117,36.53939,58.95229,79.57065,150.6927,68.34419,22801,17728.92,5927.641,1335.127
1.22e+08,-408.3205,76,20,911.7493,-350.8873,-350.8873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,6,.6383333,151,-133.15,-76.99117,36.53939,58.95229,79.57065,150.6927,68.34419,22801,17728.92,5927.641,1335.127
2.11e+08,-83.71385,76,14,1074.908,-77.94131,-42.68653,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,5,.6363333,-15.17941,-10.15588,256.7853,-38.25,54.32009,169.5218,194.8623,58.99903,230.4145,103.1419,65938.69,1463.063
1.22e+08,-34.05573,76,20,786.8333,-308.4898,-276.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,4,.6329167,151,-133.15,-76.99117,36.53939,58.95229,79.57065,150.6927,68.34419,22801,17728.92,5927.641,1335.127
1.11e+08,47.3053,76,8,1048.097,260.4585,265.8019,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,3,.6306667,54.42188,-39.44545,110.3333,33.74545,37.6291,102.9989,127.0291,74.53259,2961.74,1555.944,12173.44,1138.756
1.21e+08,-406.7797,76,24,1512.265,-327.0931,-99.57835,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,8,.6420833,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
2.11e+08,-1349.325,76,11,1548.635,-1929.751,-1405.014,2,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,2,3,2,1,0,0,12,.65025,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
3.21e+08,1869.029,76,28,4852.949,1651.513,2064.11,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,8,.6420833,-9.182353,67.60588,-43.02353,71.05589,42.40917,127.8315,122.4276,146.2666,84.31561,4570.555,1851.024,5048.938
1.21e+08,574.5007,76,19,1815.881,388.8937,778.9085,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,10,.6454167,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.11e+08,1735.16,76,11,1970.665,-1374.243,-401.7188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,5,.6363333,20.42,192.345,268.8722,-4.79,37.00446,185.0496,181.6913,63.80203,416.9764,36996.6,72292.27,22.9441
1.20e+08,-2038.521,76,10,3948.085,1343.266,1507.076,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,2,3,1,0,0,8,.6420833,-8.832059,142.9941,116.9353,-57.45882,45.96748,140.3669,193.7277,84.65757,78.00526,20447.32,13673.86,3301.516
2.20e+08,-273.0109,76,31,1571.997,302.1147,419.1194,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,.6285,-39.66364,-14.70588,-36.73824,149.8,55.2603,91.98359,122.7065,92.65401,1573.204,216.263,1349.698,22440.04
1.22e+08,-257.4103,76,20,4650.754,-1406.134,216.4068,1,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,1,3,1,4,0,1,2,.6285,151,-133.15,-76.99117,36.53939,58.95229,79.57065,150.6927,68.34419,22801,17728.92,5927.641,1335.127
1.11e+08,-780.0312,76,5,4070.008,1463.401,1523.862,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,2,.6285,51.14118,13,163.1912,87.87353,33.7533,117.8229,137.1127,94.11312,2615.42,169,26631.36,7721.757
2.21e+08,86.10272,76,32,1367.988,337.2413,393.1325,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,11,.6476667,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.21e+08,1826.484,76,27,3686.747,2417.577,2422.292,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,2,3,1,1,1,0,5,.6363333,-29.11176,-92.77353,100.7441,46.61515,63.84005,168.922,188.1294,79.6624,847.4949,8606.928,10149.38,2172.972
1.20e+08,-597.8428,76,17,777.1575,-246.1872,-227.498,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,8,.6420833,-4.473333,-57.90645,-5.573333,114.2677,34.56616,98.90257,108.5992,153.1657,20.01071,3353.157,31.06204,13057.12
2.11e+08,-418.0967,76,11,1466.985,-107.4284,44.08386,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,2,2,1,2,0,0,2,.6285,20.42,192.345,268.8722,-4.79,37.00446,185.0496,181.6913,63.80203,416.9764,36996.6,72292.27,22.9441
1.21e+08,-5835.914,76,19,4730.422,-1789.297,-649.2469,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,9,.6439167,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.11e+08,-439.1371,76,11,836.5535,-81.98836,-58.87588,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,6,.6383333,20.42,192.345,268.8722,-4.79,37.00446,185.0496,181.6913,63.80203,416.9764,36996.6,72292.27,22.9441
1.12e+08,128.9355,76,8,1159.554,-75.06281,84.12806,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,1,12,.65025,-31.99688,-39.44545,110.3333,108.6485,38.42616,102.9989,127.0291,72.32983,1023.8,1555.944,12173.44,11804.49
3.21e+08,-508.4746,76,24,1826.865,4.888467,422.4706,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,8,.6420833,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
1.11e+08,-89.0937,76,9,1169.787,-5.594016,128.0731,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,2,0,0,10,.6454167,-10.41471,64.81765,55.73529,66.28236,36.85144,104.3601,148.7918,64.1443,108.4661,4201.327,3106.423,4393.35
2.11e+08,1257.669,76,26,2727.77,-80.10045,882.1924,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,7,.6400833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.21e+08,-538.2309,76,26,1448.674,-174.3015,31.91369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12,.65025,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.11e+08,230.5296,76,14,1065.539,48.40516,278.9348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,.6306667,-15.17941,-10.15588,256.7853,-38.25,54.32009,169.5218,194.8623,58.99903,230.4145,103.1419,65938.69,1463.063
1.21e+08,-9438.875,76,19,5016.48,19.62039,1904.514,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,8,.6420833,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.21e+08,0,76,32,708.0349,-70.80846,-70.80846,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,2,.6285,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
2.20e+08,33.8983,76,31,1043.342,-399.16,43.34204,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,6,.6383333,-39.66364,-14.70588,-36.73824,149.8,55.2603,91.98359,122.7065,92.65401,1573.204,216.263,1349.698,22440.04
2.22e+08,18.48998,76,26,2058.923,236.68,275.4166,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,8,.6420833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
1.11e+08,-306.1043,76,6,849.8892,-20.59849,-19.94244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,.6400833,-22.37576,-52.43636,273.0818,145.5437,33.36157,99.81912,134.8266,59.59089,500.6745,2749.572,74573.68,21182.98
2.22e+08,141.7446,76,26,786.4692,-402.1161,65.17358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,.6306667,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
2.21e+08,-7.739938,76,32,1964.54,832.8358,1142.433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,9,.6439167,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.12e+08,-821.9178,76,26,1228.916,-1925.011,-1736.077,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,3,0,0,5,.6363333,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
3.21e+08,2248.05,76,24,3568.814,705.9537,1740.018,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,2,.6285,101.6647,-149.7212,64.84706,127.1382,63.51105,120.0491,107.2839,124.7622,10335.71,22416.44,4205.141,16164.13
