education,birth_year,birth_region,log_wage,num_schools,high_intensity,children71
5,71,1101,12.04355,2.729536,1,66678
6,59,1101,11.91839,2.729536,1,66678
11,54,1101,12.76283,2.729536,1,66678
17,54,1101,12.76283,2.729536,1,66678
9,68,1101,12.76569,2.729536,1,66678
8,56,1101,12.96454,2.729536,1,66678
9,72,1101,11.91839,2.729536,1,66678
6,62,1101,10.81978,2.729536,1,66678
6,56,1101,11.0021,2.729536,1,66678
14,62,1101,12.63786,2.729536,1,66678
9,56,1101,12.20607,2.729536,1,66678
9,70,1101,11.48247,2.729536,1,66678
12,71,1101,11.0021,2.729536,1,66678
12,62,1101,11.15625,2.729536,1,66678
5,71,1101,12.20607,2.729536,1,66678
14,61,1101,12.44902,2.729536,1,66678
9,72,1101,11.91839,2.729536,1,66678
6,71,1101,11.51293,2.729536,1,66678
6,60,1101,11.98293,2.729536,1,66678
6,62,1101,11.91839,2.729536,1,66678
9,60,1101,12.20607,2.729536,1,66678
6,60,1101,12.42922,2.729536,1,66678
6,70,1101,12.7994,2.729536,1,66678
12,60,1101,12.63786,2.729536,1,66678
12,72,1101,11.91839,2.729536,1,66678
12,56,1101,12.76569,2.729536,1,66678
3,59,1101,12.62807,2.729536,1,66678
0,62,1101,12.61154,2.729536,1,66678
17,62,1101,13.30468,2.729536,1,66678
12,71,1101,11.91839,2.729536,1,66678
15,59,1101,12.27046,2.729536,1,66678
12,69,1101,11.62982,2.729536,1,66678
3,60,1101,11.91839,2.729536,1,66678
4,53,1101,11.8494,2.729536,1,66678
6,57,1101,11.56172,2.729536,1,66678
6,61,1101,12.61154,2.729536,1,66678
12,55,1101,12.74257,2.729536,1,66678
6,71,1101,11.91839,2.729536,1,66678
12,52,1101,12.66033,2.729536,1,66678
17,58,1101,12.52088,2.729536,1,66678
12,71,1101,12.20607,2.729536,1,66678
9,56,1101,12.42922,2.729536,1,66678
9,57,1101,12.42922,2.729536,1,66678
12,71,1101,10.59663,2.729536,1,66678
12,60,1101,12.28857,2.729536,1,66678
9,62,1101,12.10071,2.729536,1,66678
12,62,1101,12.54255,2.729536,1,66678
12,62,1101,13.44878,2.729536,1,66678
5,69,1101,11.77529,2.729536,1,66678
13,57,1101,12.47762,2.729536,1,66678
6,72,1101,11.91839,2.729536,1,66678
17,68,1101,12.69158,2.729536,1,66678
12,60,1101,12.27839,2.729536,1,66678
6,61,1101,12.76569,2.729536,1,66678
12,59,1101,12.22587,2.729536,1,66678
12,60,1101,12.63948,2.729536,1,66678
6,51,1101,12.16525,2.729536,1,66678
12,54,1101,12.63786,2.729536,1,66678
6,60,1101,11.91839,2.729536,1,66678
3,60,1101,11.91839,2.729536,1,66678
6,68,1101,11.40757,2.729536,1,66678
15,68,1101,11.91839,2.729536,1,66678
6,60,1101,11.91839,2.729536,1,66678
15,58,1101,12.7367,2.729536,1,66678
12,57,1101,12.69619,2.729536,1,66678
12,60,1101,13.30468,2.729536,1,66678
12,68,1101,11.22524,2.729536,1,66678
3,54,1101,11.98293,2.729536,1,66678
12,61,1101,11.91839,2.729536,1,66678
8,71,1101,11.0021,2.729536,1,66678
12,71,1101,12.42922,2.729536,1,66678
6,61,1101,12.20607,2.729536,1,66678
12,69,1101,12.10071,2.729536,1,66678
5,70,1101,12.20607,2.729536,1,66678
9,68,1101,11.91839,2.729536,1,66678
17,71,1101,11.69525,2.729536,1,66678
12,61,1101,12.48748,2.729536,1,66678
12,71,1101,11.22524,2.729536,1,66678
12,68,1101,12.20607,2.729536,1,66678
17,50,1101,13.17115,2.729536,1,66678
15,52,1101,12.91164,2.729536,1,66678
0,72,1101,11.73607,2.729536,1,66678
0,70,1101,11.91839,2.729536,1,66678
9,60,1101,11.9848,2.729536,1,66678
6,71,1101,11.40757,2.729536,1,66678
9,58,1101,12.76569,2.729536,1,66678
12,72,1101,12.12811,2.729536,1,66678
12,71,1101,11.91839,2.729536,1,66678
12,71,1101,11.91839,2.729536,1,66678
12,52,1101,13.12835,2.729536,1,66678
12,59,1101,12.64433,2.729536,1,66678
12,69,1101,13.21767,2.729536,1,66678
9,59,1101,12.61154,2.729536,1,66678
12,59,1101,12.79386,2.729536,1,66678
15,61,1101,12.57072,2.729536,1,66678
9,55,1101,12.32386,2.729536,1,66678
2,70,1101,11.91839,2.729536,1,66678
12,69,1101,12.20607,2.729536,1,66678
12,62,1101,12.10071,2.729536,1,66678
3,50,1101,10.30895,2.729536,1,66678
3,58,1101,11.73607,2.729536,1,66678
6,52,1101,12.18075,2.729536,1,66678
4,50,1101,12.10071,2.729536,1,66678
4,53,1101,11.32055,2.729536,1,66678
6,60,1101,12.38839,2.729536,1,66678
15,60,1101,12.50023,2.729536,1,66678
12,70,1101,12.76569,2.729536,1,66678
9,59,1101,12.61154,2.729536,1,66678
0,60,1101,12.59473,2.729536,1,66678
6,61,1102,12.20607,2.673724,0,36653
8,57,1102,11.91839,2.673724,0,36653
17,50,1102,13.38473,2.673724,0,36653
12,60,1102,12.62807,2.673724,0,36653
12,68,1102,12.20607,2.673724,0,36653
12,68,1102,12.56375,2.673724,0,36653
17,54,1102,12.89922,2.673724,0,36653
12,59,1102,12.47991,2.673724,0,36653
12,62,1102,12.07254,2.673724,0,36653
12,54,1102,12.46844,2.673724,0,36653
9,58,1102,12.83468,2.673724,0,36653
12,55,1102,12.89922,2.673724,0,36653
12,61,1102,12.18075,2.673724,0,36653
12,71,1102,10.91509,2.673724,0,36653
12,60,1102,12.42922,2.673724,0,36653
12,62,1102,12.20607,2.673724,0,36653
6,72,1102,11.98293,2.673724,0,36653
6,70,1102,11.77529,2.673724,0,36653
12,71,1102,11.91839,2.673724,0,36653
12,50,1102,12.89922,2.673724,0,36653
2,52,1102,11.96241,2.673724,0,36653
15,62,1102,12.53538,2.673724,0,36653
12,62,1102,12.38839,2.673724,0,36653
12,55,1102,12.20607,2.673724,0,36653
16,61,1102,11.91839,2.673724,0,36653
9,72,1102,11.28978,2.673724,0,36653
12,60,1102,12.42922,2.673724,0,36653
6,53,1102,12.1495,2.673724,0,36653
12,70,1102,12.20607,2.673724,0,36653
15,53,1102,12.51539,2.673724,0,36653
12,56,1102,11.7981,2.673724,0,36653
12,59,1102,12.59473,2.673724,0,36653
15,58,1102,12.7414,2.673724,0,36653
12,62,1102,12.15478,2.673724,0,36653
17,60,1102,11.76757,2.673724,0,36653
9,58,1102,12.04355,2.673724,0,36653
12,60,1102,12.69158,2.673724,0,36653
17,60,1102,12.91902,2.673724,0,36653
12,55,1102,12.77931,2.673724,0,36653
6,68,1102,12.10071,2.673724,0,36653
12,60,1102,11.94795,2.673724,0,36653
12,57,1102,12.42922,2.673724,0,36653
12,54,1102,12.78689,2.673724,0,36653
12,57,1102,11.8494,2.673724,0,36653
6,57,1102,11.91839,2.673724,0,36653
12,50,1102,12.94872,2.673724,0,36653
14,71,1102,11.91839,2.673724,0,36653
9,62,1102,11.38509,2.673724,0,36653
17,68,1102,12.61154,2.673724,0,36653
12,70,1102,11.69525,2.673724,0,36653
9,61,1102,11.98293,2.673724,0,36653
6,69,1102,12.20607,2.673724,0,36653
12,58,1103,12.54611,2.367049,1,89563
12,58,1103,12.44902,2.367049,1,89563
6,53,1103,12.56024,2.367049,1,89563
9,68,1103,11.51293,2.367049,1,89563
4,69,1103,12.07254,2.367049,1,89563
12,53,1103,12.57557,2.367049,1,89563
4,61,1103,11.98043,2.367049,1,89563
12,58,1103,12.48748,2.367049,1,89563
12,60,1103,12.4932,2.367049,1,89563
6,68,1103,11.8699,2.367049,1,89563
12,70,1103,10.02127,2.367049,1,89563
12,72,1103,12.20607,2.367049,1,89563
9,60,1103,12.88664,2.367049,1,89563
1,58,1103,12.10071,2.367049,1,89563
12,70,1103,12.30138,2.367049,1,89563
14,68,1103,13.12236,2.367049,1,89563
5,70,1103,11.26446,2.367049,1,89563
6,70,1103,12.54255,2.367049,1,89563
9,71,1103,11.69525,2.367049,1,89563
0,50,1103,12.34583,2.367049,1,89563
9,69,1103,12.24047,2.367049,1,89563
12,62,1103,12.28765,2.367049,1,89563
17,59,1103,12.76569,2.367049,1,89563
6,54,1103,12.17561,2.367049,1,89563
2,57,1103,12.20607,2.367049,1,89563
3,51,1103,11.77529,2.367049,1,89563
12,59,1103,12.43718,2.367049,1,89563
9,70,1103,12.25486,2.367049,1,89563
9,72,1103,11.85758,2.367049,1,89563
6,55,1103,12.69158,2.367049,1,89563
8,68,1103,11.91839,2.367049,1,89563
9,58,1103,12.10071,2.367049,1,89563
0,55,1103,10.10643,2.367049,1,89563
12,62,1103,12.54255,2.367049,1,89563
6,56,1103,12.75708,2.367049,1,89563
6,69,1103,11.8494,2.367049,1,89563
3,59,1103,11.69525,2.367049,1,89563
9,54,1103,12.89922,2.367049,1,89563
9,50,1103,12.70077,2.367049,1,89563
6,72,1103,10.64542,2.367049,1,89563
6,62,1103,11.91839,2.367049,1,89563
6,53,1103,12.25105,2.367049,1,89563
9,71,1103,11.91839,2.367049,1,89563
3,60,1103,11.69525,2.367049,1,89563
5,68,1103,12.23077,2.367049,1,89563
6,58,1103,12.20607,2.367049,1,89563
6,52,1103,12.38839,2.367049,1,89563
6,56,1103,11.8494,2.367049,1,89563
9,71,1103,11.91839,2.367049,1,89563
9,70,1103,11.51293,2.367049,1,89563
12,58,1103,13.017,2.367049,1,89563
12,59,1103,12.35587,2.367049,1,89563
9,56,1103,11.96113,2.367049,1,89563
9,60,1103,11.69691,2.367049,1,89563
12,70,1103,11.69525,2.367049,1,89563
12,70,1103,12.10625,2.367049,1,89563
12,59,1103,12.36137,2.367049,1,89563
12,71,1103,11.81303,2.367049,1,89563
12,55,1103,12.20607,2.367049,1,89563
9,53,1103,12.04355,2.367049,1,89563
12,68,1103,12.04355,2.367049,1,89563
12,56,1103,13.52783,2.367049,1,89563
9,70,1103,11.56172,2.367049,1,89563
2,58,1103,11.91839,2.367049,1,89563
12,51,1103,11.91839,2.367049,1,89563
6,62,1103,11.91839,2.367049,1,89563
12,50,1103,12.91164,2.367049,1,89563
6,70,1103,11.98293,2.367049,1,89563
5,58,1103,11.8494,2.367049,1,89563
6,58,1103,12.52671,2.367049,1,89563
6,70,1103,11.90226,2.367049,1,89563
9,57,1103,12.61154,2.367049,1,89563
6,62,1103,11.91806,2.367049,1,89563
6,56,1103,12.07254,2.367049,1,89563
12,69,1103,11.69525,2.367049,1,89563
12,61,1103,12.42922,2.367049,1,89563
5,57,1103,13.017,2.367049,1,89563
13,72,1103,11.69525,2.367049,1,89563
12,53,1103,12.54255,2.367049,1,89563
12,52,1103,12.61154,2.367049,1,89563
12,70,1103,12.07254,2.367049,1,89563
12,53,1103,12.4837,2.367049,1,89563
3,69,1103,12.42922,2.367049,1,89563
12,59,1103,12.64433,2.367049,1,89563
12,54,1103,13.12236,2.367049,1,89563
17,60,1103,12.99453,2.367049,1,89563
11,60,1103,11.91839,2.367049,1,89563
9,60,1103,12.04355,2.367049,1,89563
12,51,1103,12.77281,2.367049,1,89563
12,62,1103,12.08954,2.367049,1,89563
12,69,1103,11.51293,2.367049,1,89563
9,55,1103,11.51293,2.367049,1,89563
12,59,1103,13.87236,2.367049,1,89563
6,56,1103,10.16585,2.367049,1,89563
8,60,1103,11.91839,2.367049,1,89563
6,60,1103,11.81303,2.367049,1,89563
6,50,1103,12.06681,2.367049,1,89563
6,57,1103,12.00884,2.367049,1,89563
6,60,1103,11.91839,2.367049,1,89563
12,51,1103,12.74198,2.367049,1,89563
12,50,1103,12.42922,2.367049,1,89563
12,58,1103,12.52453,2.367049,1,89563
12,60,1103,12.27839,2.367049,1,89563
16,69,1103,12.61154,2.367049,1,89563
12,55,1103,12.61154,2.367049,1,89563
2,60,1103,11.82774,2.367049,1,89563
6,62,1103,12.08391,2.367049,1,89563
12,68,1103,11.69525,2.367049,1,89563
8,69,1103,11.83501,2.367049,1,89563
17,59,1103,12.88664,2.367049,1,89563
12,68,1104,12.20607,2.062135,0,29581
15,61,1104,12.08954,2.062135,0,29581
12,61,1104,12.30275,2.062135,0,29581
15,69,1104,12.0137,2.062135,0,29581
6,54,1104,12.42922,2.062135,0,29581
12,60,1104,10.81978,2.062135,0,29581
12,58,1104,12.76569,2.062135,0,29581
12,71,1104,13.07317,2.062135,0,29581
9,62,1104,12.61154,2.062135,0,29581
17,70,1104,12.25486,2.062135,0,29581
17,71,1104,11.91839,2.062135,0,29581
14,55,1104,12.56024,2.062135,0,29581
12,60,1104,12.24817,2.062135,0,29581
12,68,1104,11.60824,2.062135,0,29581
17,61,1104,12.76569,2.062135,0,29581
12,68,1104,11.46163,2.062135,0,29581
12,60,1104,12.34583,2.062135,0,29581
14,62,1104,12.61154,2.062135,0,29581
12,68,1104,12.04355,2.062135,0,29581
9,55,1104,11.91839,2.062135,0,29581
12,57,1104,13.017,2.062135,0,29581
9,60,1104,12.07824,2.062135,0,29581
6,56,1104,12.20607,2.062135,0,29581
12,54,1104,12.42922,2.062135,0,29581
6,51,1104,12.61154,2.062135,0,29581
12,58,1104,12.56375,2.062135,0,29581
12,57,1104,12.34583,2.062135,0,29581
12,60,1104,11.69525,2.062135,0,29581
9,71,1104,11.91839,2.062135,0,29581
12,54,1104,12.64368,2.062135,0,29581
12,70,1104,11.22524,2.062135,0,29581
8,72,1104,11.22524,2.062135,0,29581
12,68,1104,12.62807,2.062135,0,29581
12,58,1104,12.20607,2.062135,0,29581
6,60,1104,10.81978,2.062135,0,29581
8,60,1104,10.30895,2.062135,0,29581
12,69,1104,10.59663,2.062135,0,29581
12,57,1104,11.91839,2.062135,0,29581
12,70,1104,12.42922,2.062135,0,29581
11,53,1104,12.61154,2.062135,0,29581
6,70,1104,11.69525,2.062135,0,29581
13,62,1105,12.52453,2.455087,1,60283
12,58,1105,12.10071,2.455087,1,60283
14,50,1105,12.92391,2.455087,1,60283
15,62,1105,12.52453,2.455087,1,60283
17,50,1105,12.94324,2.455087,1,60283
12,58,1105,12.88167,2.455087,1,60283
12,55,1105,12.50432,2.455087,1,60283
12,68,1105,10.91509,2.455087,1,60283
12,72,1105,12.20607,2.455087,1,60283
4,55,1105,12.42922,2.455087,1,60283
13,55,1105,12.75996,2.455087,1,60283
3,70,1105,11.61729,2.455087,1,60283
12,60,1105,13.17496,2.455087,1,60283
12,54,1105,12.96697,2.455087,1,60283
12,61,1105,13.42247,2.455087,1,60283
12,68,1105,11.91839,2.455087,1,60283
12,70,1105,12.0137,2.455087,1,60283
9,70,1105,11.75391,2.455087,1,60283
12,62,1105,12.67608,2.455087,1,60283
12,69,1105,12.89922,2.455087,1,60283
12,61,1105,12.42922,2.455087,1,60283
9,72,1105,11.75979,2.455087,1,60283
14,70,1105,11.91839,2.455087,1,60283
4,50,1105,11.91839,2.455087,1,60283
9,62,1105,12.67608,2.455087,1,60283
6,69,1105,13.17115,2.455087,1,60283
0,61,1105,11.71178,2.455087,1,60283
12,56,1105,12.7156,2.455087,1,60283
9,53,1105,12.42922,2.455087,1,60283
3,58,1105,12.32386,2.455087,1,60283
12,55,1105,12.76569,2.455087,1,60283
12,56,1105,13.30468,2.455087,1,60283
4,62,1105,11.82774,2.455087,1,60283
9,69,1105,12.42922,2.455087,1,60283
6,60,1105,11.74404,2.455087,1,60283
12,58,1105,12.89922,2.455087,1,60283
9,60,1105,12.52453,2.455087,1,60283
12,70,1105,11.69525,2.455087,1,60283
9,53,1105,12.20607,2.455087,1,60283
9,70,1105,12.61154,2.455087,1,60283
8,70,1105,12.10071,2.455087,1,60283
9,72,1105,11.57119,2.455087,1,60283
4,55,1105,11.28978,2.455087,1,60283
6,72,1105,11.70148,2.455087,1,60283
4,53,1105,11.40757,2.455087,1,60283
9,69,1105,12.33271,2.455087,1,60283
12,71,1105,11.35041,2.455087,1,60283
6,53,1105,11.91839,2.455087,1,60283
9,54,1105,12.89922,2.455087,1,60283
12,52,1105,12.62643,2.455087,1,60283
12,69,1105,11.56172,2.455087,1,60283
12,51,1105,12.61487,2.455087,1,60283
12,55,1105,12.56235,2.455087,1,60283
12,61,1105,12.38003,2.455087,1,60283
12,71,1105,11.73607,2.455087,1,60283
14,60,1105,12.10071,2.455087,1,60283
12,62,1105,12.20607,2.455087,1,60283
0,60,1105,11.91839,2.455087,1,60283
12,70,1105,11.82041,2.455087,1,60283
13,60,1105,12.61653,2.455087,1,60283
9,72,1105,12.25486,2.455087,1,60283
6,68,1105,12.07254,2.455087,1,60283
12,52,1105,12.61154,2.455087,1,60283
12,59,1105,12.54255,2.455087,1,60283
12,68,1105,11.99535,2.455087,1,60283
17,54,1105,12.94801,2.455087,1,60283
12,50,1105,12.72189,2.455087,1,60283
17,60,1105,12.27839,2.455087,1,60283
17,57,1105,12.7144,2.455087,1,60283
14,60,1105,12.63623,2.455087,1,60283
12,55,1105,11.91839,2.455087,1,60283
15,70,1105,12.40901,2.455087,1,60283
5,70,1105,11.91839,2.455087,1,60283
12,68,1105,10.4631,2.455087,1,60283
12,68,1105,11.91839,2.455087,1,60283
9,57,1105,12.06681,2.455087,1,60283
6,71,1105,11.70561,2.455087,1,60283
12,71,1105,11.56172,2.455087,1,60283
9,56,1105,12.39979,2.455087,1,60283
17,60,1105,12.67795,2.455087,1,60283
12,60,1105,11.40757,2.455087,1,60283
12,68,1105,11.83138,2.455087,1,60283
9,59,1105,12.32386,2.455087,1,60283
13,58,1105,12.50618,2.455087,1,60283
12,62,1105,12.0137,2.455087,1,60283
6,68,1105,12.38839,2.455087,1,60283
9,71,1105,11.98293,2.455087,1,60283
12,61,1106,12.07254,2.386285,0,47773
5,68,1106,11.69525,2.386285,0,47773
6,69,1106,11.77529,2.386285,0,47773
3,53,1106,12.61154,2.386285,0,47773
15,55,1106,12.61154,2.386285,0,47773
6,61,1106,11.69525,2.386285,0,47773
12,59,1106,12.20607,2.386285,0,47773
12,60,1106,12.50618,2.386285,0,47773
15,72,1106,11.69525,2.386285,0,47773
12,70,1106,12.03469,2.386285,0,47773
12,70,1106,11.91839,2.386285,0,47773
2,58,1106,12.76569,2.386285,0,47773
12,69,1106,11.69525,2.386285,0,47773
12,53,1106,12.34583,2.386285,0,47773
9,71,1106,11.51293,2.386285,0,47773
6,54,1106,12.20607,2.386285,0,47773
14,56,1106,12.78269,2.386285,0,47773
17,62,1106,12.25486,2.386285,0,47773
9,50,1106,12.20607,2.386285,0,47773
8,72,1106,12.0137,2.386285,0,47773
17,59,1106,12.48446,2.386285,0,47773
12,57,1106,12.34496,2.386285,0,47773
9,56,1106,12.34583,2.386285,0,47773
15,53,1106,12.10071,2.386285,0,47773
9,50,1106,12.42922,2.386285,0,47773
9,55,1106,12.7484,2.386285,0,47773
17,59,1106,12.62807,2.386285,0,47773
12,61,1106,12.47801,2.386285,0,47773
3,55,1106,11.77529,2.386285,0,47773
9,70,1106,12.46844,2.386285,0,47773
5,72,1106,11.48247,2.386285,0,47773
12,69,1106,12.10071,2.386285,0,47773
6,58,1106,12.20607,2.386285,0,47773
12,52,1106,12.61154,2.386285,0,47773
8,56,1106,12.17045,2.386285,0,47773
12,70,1106,11.91839,2.386285,0,47773
17,58,1106,12.7367,2.386285,0,47773
9,61,1106,11.98293,2.386285,0,47773
7,72,1106,12.32386,2.386285,0,47773
12,57,1106,12.42922,2.386285,0,47773
12,69,1106,11.22524,2.386285,0,47773
12,52,1106,12.34235,2.386285,0,47773
12,68,1106,11.95118,2.386285,0,47773
12,70,1106,11.69525,2.386285,0,47773
4,55,1106,12.20607,2.386285,0,47773
8,52,1106,12.42922,2.386285,0,47773
8,53,1106,12.04355,2.386285,0,47773
17,60,1106,12.11176,2.386285,0,47773
6,58,1106,11.91839,2.386285,0,47773
8,70,1106,11.91839,2.386285,0,47773
6,57,1106,12.20607,2.386285,0,47773
9,71,1106,11.50288,2.386285,0,47773
6,50,1106,12.10071,2.386285,0,47773
12,71,1106,11.51293,2.386285,0,47773
6,60,1106,11.81303,2.386285,0,47773
11,70,1106,10.95081,2.386285,0,47773
12,72,1106,11.91839,2.386285,0,47773
6,72,1106,11.4721,2.386285,0,47773
12,62,1106,12.55954,2.386285,0,47773
12,50,1106,12.46844,2.386285,0,47773
17,50,1106,13.30468,2.386285,0,47773
9,69,1106,11.56172,2.386285,0,47773
15,54,1106,12.15478,2.386285,0,47773
12,70,1106,11.51293,2.386285,0,47773
9,59,1106,12.27839,2.386285,0,47773
12,62,1106,11.51293,2.386285,0,47773
9,72,1106,11.91839,2.386285,0,47773
12,62,1106,12.17458,2.386285,0,47773
12,69,1106,11.82408,2.386285,0,47773
11,72,1106,13.30468,2.386285,0,47773
9,55,1106,13.017,2.386285,0,47773
12,71,1106,12.0137,2.386285,0,47773
6,58,1106,12.25486,2.386285,0,47773
13,50,1106,13.01255,2.386285,0,47773
17,58,1106,12.96219,2.386285,0,47773
6,50,1106,11.98916,2.386285,0,47773
13,70,1106,11.91839,2.386285,0,47773
12,62,1106,11.22524,2.386285,0,47773
12,62,1106,12.10071,2.386285,0,47773
12,62,1106,12.4352,2.386285,0,47773
17,54,1106,11.91839,2.386285,0,47773
12,50,1106,12.10071,2.386285,0,47773
12,68,1106,12.20607,2.386285,0,47773
6,68,1106,11.81303,2.386285,0,47773
12,68,1106,11.98293,2.386285,0,47773
12,59,1106,12.34583,2.386285,0,47773
5,69,1106,11.33857,2.386285,0,47773
9,70,1106,11.91839,2.386285,0,47773
10,72,1106,11.77529,2.386285,0,47773
17,57,1106,12.7144,2.386285,0,47773
14,56,1106,13.12236,2.386285,0,47773
12,69,1106,11.89819,2.386285,0,47773
17,61,1106,12.1335,2.386285,0,47773
12,56,1106,12.21354,2.386285,0,47773
6,58,1106,11.91839,2.386285,0,47773
12,70,1106,11.91839,2.386285,0,47773
9,70,1107,12.25486,2.64525,1,73339
12,54,1107,12.18127,2.64525,1,73339
12,69,1107,12.42922,2.64525,1,73339
6,60,1107,11.35041,2.64525,1,73339
17,60,1107,12.76569,2.64525,1,73339
17,59,1107,12.40492,2.64525,1,73339
12,72,1107,13.59237,2.64525,1,73339
12,58,1107,12.61154,2.64525,1,73339
14,61,1107,12.39669,2.64525,1,73339
9,52,1107,12.42922,2.64525,1,73339
6,50,1107,12.54255,2.64525,1,73339
15,56,1107,12.75708,2.64525,1,73339
17,59,1107,12.85448,2.64525,1,73339
17,53,1107,12.63786,2.64525,1,73339
6,56,1107,12.19096,2.64525,1,73339
14,55,1107,12.69158,2.64525,1,73339
9,70,1107,11.73607,2.64525,1,73339
12,59,1107,12.42922,2.64525,1,73339
12,59,1107,12.42922,2.64525,1,73339
17,60,1107,12.42922,2.64525,1,73339
12,56,1107,12.87134,2.64525,1,73339
12,68,1107,11.89819,2.64525,1,73339
17,56,1107,12.83201,2.64525,1,73339
9,70,1107,12.42922,2.64525,1,73339
17,59,1107,12.61653,2.64525,1,73339
0,54,1107,12.0137,2.64525,1,73339
0,51,1107,12.11451,2.64525,1,73339
16,72,1107,11.28978,2.64525,1,73339
12,55,1107,11.69525,2.64525,1,73339
0,56,1107,10.6851,2.64525,1,73339
6,54,1107,12.25867,2.64525,1,73339
9,70,1107,11.0021,2.64525,1,73339
0,62,1107,11.73607,2.64525,1,73339
12,69,1107,9.903487,2.64525,1,73339
14,61,1107,12.57764,2.64525,1,73339
6,60,1107,12.20607,2.64525,1,73339
15,58,1107,12.42922,2.64525,1,73339
13,53,1107,12.62478,2.64525,1,73339
17,58,1107,13.13429,2.64525,1,73339
9,70,1107,10.81978,2.64525,1,73339
12,69,1107,11.0021,2.64525,1,73339
17,57,1107,12.34583,2.64525,1,73339
12,70,1107,13.08154,2.64525,1,73339
12,58,1107,12.61154,2.64525,1,73339
4,58,1107,11.51293,2.64525,1,73339
9,60,1107,12.51704,2.64525,1,73339
12,61,1107,12.22293,2.64525,1,73339
9,68,1107,12.20607,2.64525,1,73339
15,53,1107,12.95702,2.64525,1,73339
9,58,1107,11.91839,2.64525,1,73339
3,52,1107,12.10071,2.64525,1,73339
17,59,1107,12.20607,2.64525,1,73339
9,50,1107,11.51293,2.64525,1,73339
12,72,1107,11.91839,2.64525,1,73339
9,68,1107,11.91839,2.64525,1,73339
12,54,1107,11.40757,2.64525,1,73339
12,53,1107,12.30138,2.64525,1,73339
12,71,1107,11.69525,2.64525,1,73339
9,50,1107,11.51293,2.64525,1,73339
6,60,1107,11.69525,2.64525,1,73339
12,52,1107,12.54526,2.64525,1,73339
9,58,1107,12.67608,2.64525,1,73339
12,56,1107,12.40697,2.64525,1,73339
12,72,1107,11.91839,2.64525,1,73339
17,68,1107,11.0021,2.64525,1,73339
17,55,1107,12.84793,2.64525,1,73339
17,53,1107,12.70685,2.64525,1,73339
6,58,1107,12.38839,2.64525,1,73339
0,61,1107,12.21404,2.64525,1,73339
12,60,1107,12.21006,2.64525,1,73339
9,69,1107,12.18075,2.64525,1,73339
9,70,1107,12.61154,2.64525,1,73339
0,52,1107,11.91839,2.64525,1,73339
12,72,1107,10.54954,2.64525,1,73339
17,56,1107,13.17268,2.64525,1,73339
9,53,1107,12.07254,2.64525,1,73339
12,50,1107,12.57764,2.64525,1,73339
13,58,1107,12.38839,2.64525,1,73339
17,62,1107,13.017,2.64525,1,73339
12,69,1107,11.91839,2.64525,1,73339
9,72,1107,11.40757,2.64525,1,73339
12,59,1107,12.54824,2.64525,1,73339
12,71,1107,12.20607,2.64525,1,73339
12,57,1107,12.89922,2.64525,1,73339
9,70,1107,11.08214,2.64525,1,73339
17,61,1107,13.18063,2.64525,1,73339
6,61,1107,12.14047,2.64525,1,73339
9,57,1107,12.12919,2.64525,1,73339
9,52,1107,12.38839,2.64525,1,73339
12,62,1107,12.70685,2.64525,1,73339
6,58,1107,11.83501,2.64525,1,73339
6,60,1107,12.04355,2.64525,1,73339
9,68,1107,11.48761,2.64525,1,73339
6,70,1107,11.35041,2.64525,1,73339
17,51,1107,13.03681,2.64525,1,73339
12,60,1107,12.20607,2.64525,1,73339
17,52,1107,13.21767,2.64525,1,73339
17,53,1107,12.56375,2.64525,1,73339
12,59,1107,12.42922,2.64525,1,73339
6,69,1107,11.91572,2.64525,1,73339
13,59,1107,12.5525,2.64525,1,73339
6,72,1107,12.44902,2.64525,1,73339
11,50,1107,11.91839,2.64525,1,73339
9,72,1107,11.73607,2.64525,1,73339
9,71,1107,11.40757,2.64525,1,73339
0,50,1107,12.40901,2.64525,1,73339
12,59,1107,12.8172,2.64525,1,73339
9,72,1107,12.07254,2.64525,1,73339
17,51,1107,12.50284,2.64525,1,73339
6,52,1107,12.01103,2.64525,1,73339
14,60,1107,12.76569,2.64525,1,73339
6,58,1107,11.91839,2.64525,1,73339
15,60,1107,12.47113,2.64525,1,73339
17,57,1107,12.40901,2.64525,1,73339
9,62,1107,12.07254,2.64525,1,73339
9,72,1107,12.34366,2.64525,1,73339
6,68,1107,12.36734,2.64525,1,73339
17,54,1107,12.69158,2.64525,1,73339
14,61,1107,12.55673,2.64525,1,73339
6,60,1107,10.81978,2.64525,1,73339
12,71,1107,10.81978,2.64525,1,73339
17,51,1107,12.92391,2.64525,1,73339
9,69,1107,11.22524,2.64525,1,73339
12,55,1107,12.76569,2.64525,1,73339
12,57,1107,12.83468,2.64525,1,73339
15,71,1107,11.54442,2.64525,1,73339
1,55,1107,11.91839,2.64525,1,73339
17,57,1107,12.49874,2.64525,1,73339
2,53,1107,11.8494,2.64525,1,73339
6,50,1107,11.91839,2.64525,1,73339
12,72,1107,11.73607,2.64525,1,73339
12,72,1107,11.51293,2.64525,1,73339
13,53,1107,12.51356,2.64525,1,73339
11,70,1107,11.91839,2.64525,1,73339
9,71,1107,12.32386,2.64525,1,73339
11,61,1107,13.52783,2.64525,1,73339
6,68,1107,12.20607,2.64525,1,73339
9,52,1107,11.95279,2.64525,1,73339
9,72,1107,12.07254,2.64525,1,73339
0,70,1107,11.73607,2.64525,1,73339
