education,birth_year,birth_region,log_wage,num_schools,high_intensity,children71
12,54,3402,12.84265,1.492781,0,159434
6,71,3402,11.22524,1.492781,0,159434
6,70,3402,11.51293,1.492781,0,159434
9,70,3402,12.07254,1.492781,0,159434
12,56,3402,12.54255,1.492781,0,159434
6,70,3402,12.14153,1.492781,0,159434
12,56,3402,12.61154,1.492781,0,159434
12,72,3402,12.25867,1.492781,0,159434
12,72,3402,11.89136,1.492781,0,159434
1,62,3402,13.54763,1.492781,0,159434
6,51,3402,11.22524,1.492781,0,159434
12,60,3402,12.52453,1.492781,0,159434
9,71,3402,11.71178,1.492781,0,159434
13,58,3402,12.34583,1.492781,0,159434
12,53,3402,12.3519,1.492781,0,159434
6,68,3402,11.76423,1.492781,0,159434
6,72,3402,12.32386,1.492781,0,159434
12,50,3402,11.18442,1.492781,0,159434
14,51,3402,13.12236,1.492781,0,159434
15,62,3402,11.63691,1.492781,0,159434
3,69,3402,11.98293,1.492781,0,159434
9,61,3402,11.91839,1.492781,0,159434
9,69,3402,11.8494,1.492781,0,159434
12,59,3402,11.65269,1.492781,0,159434
3,59,3402,11.76424,1.492781,0,159434
6,68,3402,12.61154,1.492781,0,159434
12,52,3402,12.20607,1.492781,0,159434
12,60,3402,11.22524,1.492781,0,159434
12,56,3402,12.80765,1.492781,0,159434
5,57,3402,11.69525,1.492781,0,159434
3,52,3402,11.69525,1.492781,0,159434
9,62,3402,11.33857,1.492781,0,159434
5,72,3402,11.95118,1.492781,0,159434
6,57,3402,10.29553,1.492781,0,159434
9,69,3402,12.89922,1.492781,0,159434
17,60,3402,12.23077,1.492781,0,159434
6,56,3402,11.33857,1.492781,0,159434
12,55,3402,12.07254,1.492781,0,159434
12,59,3402,11.91839,1.492781,0,159434
12,72,3402,11.69525,1.492781,0,159434
8,53,3402,11.54151,1.492781,0,159434
9,53,3402,12.79386,1.492781,0,159434
8,71,3402,11.91839,1.492781,0,159434
12,62,3402,11.37939,1.492781,0,159434
12,69,3402,12.20607,1.492781,0,159434
15,57,3402,13.017,1.492781,0,159434
14,61,3402,12.4837,1.492781,0,159434
12,71,3402,12.20607,1.492781,0,159434
12,57,3402,12.59065,1.492781,0,159434
9,69,3402,10.69195,1.492781,0,159434
9,68,3402,11.51293,1.492781,0,159434
12,53,3402,12.66318,1.492781,0,159434
14,61,3402,12.6885,1.492781,0,159434
12,68,3402,11.92801,1.492781,0,159434
6,53,3402,11.77529,1.492781,0,159434
12,58,3402,12.42922,1.492781,0,159434
12,71,3402,11.61729,1.492781,0,159434
15,62,3402,11.22524,1.492781,0,159434
12,70,3402,11.91839,1.492781,0,159434
13,68,3402,9.903487,1.492781,0,159434
12,69,3402,11.66135,1.492781,0,159434
12,69,3402,12.20607,1.492781,0,159434
7,60,3402,11.4721,1.492781,0,159434
13,55,3402,12.06681,1.492781,0,159434
12,68,3402,11.76757,1.492781,0,159434
6,57,3402,11.15625,1.492781,0,159434
12,56,3402,13.52783,1.492781,0,159434
6,52,3402,11.40757,1.492781,0,159434
12,69,3402,12.46844,1.492781,0,159434
6,61,3402,11.98916,1.492781,0,159434
12,57,3402,12.53538,1.492781,0,159434
6,59,3402,11.65269,1.492781,0,159434
12,60,3402,12.32119,1.492781,0,159434
4,62,3402,11.63071,1.492781,0,159434
14,55,3402,12.42922,1.492781,0,159434
17,59,3402,12.52453,1.492781,0,159434
12,58,3402,10.7364,1.492781,0,159434
12,53,3402,12.53897,1.492781,0,159434
14,61,3402,12.48748,1.492781,0,159434
12,60,3402,12.12269,1.492781,0,159434
2,68,3402,11.0021,1.492781,0,159434
4,60,3402,11.55694,1.492781,0,159434
12,51,3402,12.60954,1.492781,0,159434
12,59,3402,11.40757,1.492781,0,159434
12,51,3402,12.20607,1.492781,0,159434
6,57,3402,12.59811,1.492781,0,159434
2,58,3402,11.95761,1.492781,0,159434
12,61,3402,12.27373,1.492781,0,159434
2,62,3402,11.69525,1.492781,0,159434
6,54,3402,11.76757,1.492781,0,159434
9,72,3402,11.18442,1.492781,0,159434
13,53,3402,12.57764,1.492781,0,159434
12,62,3402,12.10625,1.492781,0,159434
9,56,3402,12.70685,1.492781,0,159434
6,62,3402,11.91839,1.492781,0,159434
8,58,3402,12.12811,1.492781,0,159434
3,60,3402,11.76368,1.492781,0,159434
12,69,3402,12.76569,1.492781,0,159434
15,53,3402,12.67982,1.492781,0,159434
9,56,3402,12.25486,1.492781,0,159434
4,60,3402,9.21034,1.492781,0,159434
12,52,3402,12.6082,1.492781,0,159434
9,69,3402,11.41861,1.492781,0,159434
12,62,3402,11.91839,1.492781,0,159434
15,71,3402,11.95761,1.492781,0,159434
6,61,3402,11.77529,1.492781,0,159434
2,55,3402,11.78104,1.492781,0,159434
7,54,3402,12.72338,1.492781,0,159434
12,69,3402,11.81303,1.492781,0,159434
6,59,3402,11.5199,1.492781,0,159434
6,53,3402,11.40757,1.492781,0,159434
11,57,3402,12.46844,1.492781,0,159434
14,58,3402,12.52816,1.492781,0,159434
12,68,3402,12.84793,1.492781,0,159434
12,71,3402,11.45953,1.492781,0,159434
12,54,3402,12.03172,1.492781,0,159434
12,59,3402,12.58861,1.492781,0,159434
4,50,3402,11.76368,1.492781,0,159434
17,51,3402,13.12236,1.492781,0,159434
6,61,3402,12.32474,1.492781,0,159434
5,58,3402,11.84223,1.492781,0,159434
12,61,3402,12.89922,1.492781,0,159434
6,58,3402,12.05815,1.492781,0,159434
6,50,3402,12.15478,1.492781,0,159434
12,71,3402,11.60824,1.492781,0,159434
12,55,3402,11.91839,1.492781,0,159434
12,59,3402,12.44114,1.492781,0,159434
6,71,3402,11.65876,1.492781,0,159434
12,61,3402,11.8706,1.492781,0,159434
15,58,3402,11.42954,1.492781,0,159434
12,71,3402,10.59663,1.492781,0,159434
9,54,3402,11.89526,1.492781,0,159434
6,55,3402,11.54248,1.492781,0,159434
9,59,3402,12.39587,1.492781,0,159434
9,52,3402,12.01673,1.492781,0,159434
12,59,3402,11.51293,1.492781,0,159434
9,71,3402,11.68688,1.492781,0,159434
4,55,3402,11.4721,1.492781,0,159434
9,54,3402,11.0021,1.492781,0,159434
12,69,3402,11.91839,1.492781,0,159434
17,60,3402,10.4631,1.492781,0,159434
5,72,3402,11.81303,1.492781,0,159434
4,61,3402,12.10071,1.492781,0,159434
5,55,3402,11.89136,1.492781,0,159434
12,60,3402,12.30138,1.492781,0,159434
9,68,3402,11.51293,1.492781,0,159434
12,59,3402,11.0021,1.492781,0,159434
9,58,3402,11.69525,1.492781,0,159434
4,53,3402,11.62625,1.492781,0,159434
17,50,3402,13.12236,1.492781,0,159434
17,60,3402,13.42543,1.492781,0,159434
12,52,3402,12.51172,1.492781,0,159434
6,71,3402,11.51293,1.492781,0,159434
8,70,3402,11.72561,1.492781,0,159434
12,56,3402,12.34496,1.492781,0,159434
12,55,3402,12.15478,1.492781,0,159434
12,61,3402,11.85864,1.492781,0,159434
5,72,3402,12.27839,1.492781,0,159434
6,62,3402,10.59663,1.492781,0,159434
12,53,3402,12.16003,1.492781,0,159434
15,56,3402,12.96688,1.492781,0,159434
12,50,3402,12.64755,1.492781,0,159434
9,69,3402,11.40757,1.492781,0,159434
9,53,3402,11.40757,1.492781,0,159434
6,53,3402,11.88449,1.492781,0,159434
12,50,3402,12.70296,1.492781,0,159434
12,56,3402,12.75535,1.492781,0,159434
17,61,3402,12.32851,1.492781,0,159434
12,53,3402,11.95376,1.492781,0,159434
12,59,3402,12.42922,1.492781,0,159434
8,69,3402,10.81978,1.492781,0,159434
3,55,3402,11.69525,1.492781,0,159434
5,72,3402,11.51582,1.492781,0,159434
4,58,3402,11.55215,1.492781,0,159434
7,70,3402,11.41861,1.492781,0,159434
5,69,3402,11.8494,1.492781,0,159434
6,62,3402,12.10071,1.492781,0,159434
2,52,3402,11.0021,1.492781,0,159434
12,58,3402,12.48181,1.492781,0,159434
12,54,3402,10.93311,1.492781,0,159434
6,58,3402,11.98916,1.492781,0,159434
12,61,3402,12.61154,1.492781,0,159434
3,51,3402,12.25486,1.492781,0,159434
12,51,3402,12.50636,1.492781,0,159434
6,59,3402,12.18075,1.492781,0,159434
9,52,3402,11.91839,1.492781,0,159434
6,68,3402,10.81978,1.492781,0,159434
9,69,3402,11.58058,1.492781,0,159434
5,62,3402,11.88449,1.492781,0,159434
12,62,3402,11.89526,1.492781,0,159434
6,58,3402,12.79386,1.492781,0,159434
12,69,3402,12.20607,1.492781,0,159434
17,61,3402,12.70077,1.492781,0,159434
8,70,3402,11.0021,1.492781,0,159434
12,50,3402,12.61154,1.492781,0,159434
9,71,3402,11.26449,1.492781,0,159434
12,52,3403,11.46688,1.110889,0,180036
6,69,3403,11.8671,1.110889,0,180036
12,53,3403,12.15267,1.110889,0,180036
6,51,3403,12.61154,1.110889,0,180036
5,50,3403,11.81303,1.110889,0,180036
6,60,3403,12.15478,1.110889,0,180036
15,54,3403,12.17561,1.110889,0,180036
8,51,3403,11.22524,1.110889,0,180036
17,54,3403,13.017,1.110889,0,180036
12,53,3403,12.68231,1.110889,0,180036
6,55,3403,12.61154,1.110889,0,180036
9,50,3403,12.61154,1.110889,0,180036
17,68,3403,12.52453,1.110889,0,180036
12,69,3403,13.12236,1.110889,0,180036
0,70,3403,11.96718,1.110889,0,180036
12,59,3403,12.45496,1.110889,0,180036
12,56,3403,11.85651,1.110889,0,180036
12,61,3403,12.42922,1.110889,0,180036
9,70,3403,13.12236,1.110889,0,180036
9,68,3403,11.91839,1.110889,0,180036
9,70,3403,11.91839,1.110889,0,180036
12,54,3403,12.53538,1.110889,0,180036
6,61,3403,11.28978,1.110889,0,180036
12,62,3403,12.84793,1.110889,0,180036
12,50,3403,12.84529,1.110889,0,180036
17,60,3403,12.98997,1.110889,0,180036
6,71,3403,11.28978,1.110889,0,180036
6,56,3403,12.48748,1.110889,0,180036
12,59,3403,12.25961,1.110889,0,180036
9,56,3403,12.72189,1.110889,0,180036
5,71,3403,11.94795,1.110889,0,180036
15,56,3403,12.89922,1.110889,0,180036
12,53,3403,12.40082,1.110889,0,180036
12,55,3403,12.40901,1.110889,0,180036
12,55,3403,12.20607,1.110889,0,180036
6,70,3403,11.26446,1.110889,0,180036
6,60,3403,11.91839,1.110889,0,180036
6,62,3403,11.28978,1.110889,0,180036
12,56,3403,12.31043,1.110889,0,180036
12,51,3403,12.42922,1.110889,0,180036
11,69,3403,11.22524,1.110889,0,180036
12,59,3403,12.06681,1.110889,0,180036
6,59,3403,11.83501,1.110889,0,180036
12,53,3403,11.94658,1.110889,0,180036
9,57,3403,11.91839,1.110889,0,180036
12,52,3403,12.6885,1.110889,0,180036
12,70,3403,10.59663,1.110889,0,180036
6,61,3403,11.69525,1.110889,0,180036
16,58,3403,12.79108,1.110889,0,180036
12,69,3403,12.20607,1.110889,0,180036
12,70,3403,11.91839,1.110889,0,180036
6,53,3403,11.8494,1.110889,0,180036
15,56,3403,12.42922,1.110889,0,180036
6,56,3403,11.79056,1.110889,0,180036
17,58,3403,12.50247,1.110889,0,180036
6,71,3403,11.0021,1.110889,0,180036
6,62,3403,11.69525,1.110889,0,180036
12,54,3403,12.61487,1.110889,0,180036
6,72,3403,11.22524,1.110889,0,180036
14,59,3403,12.57764,1.110889,0,180036
9,69,3403,12.59473,1.110889,0,180036
6,53,3403,10.93311,1.110889,0,180036
6,57,3403,12.18842,1.110889,0,180036
6,50,3403,12.34583,1.110889,0,180036
6,62,3403,11.69191,1.110889,0,180036
9,69,3403,12.20607,1.110889,0,180036
6,60,3403,10.81978,1.110889,0,180036
12,68,3403,11.91839,1.110889,0,180036
6,57,3403,11.8494,1.110889,0,180036
6,60,3403,11.40757,1.110889,0,180036
6,56,3403,11.15625,1.110889,0,180036
12,71,3403,11.91839,1.110889,0,180036
12,55,3403,13.08611,1.110889,0,180036
6,51,3403,11.77529,1.110889,0,180036
6,53,3403,11.51791,1.110889,0,180036
12,70,3403,12.42922,1.110889,0,180036
12,51,3403,12.69158,1.110889,0,180036
9,68,3403,11.22524,1.110889,0,180036
4,55,3403,11.60824,1.110889,0,180036
6,70,3403,11.73607,1.110889,0,180036
6,56,3403,12.04355,1.110889,0,180036
12,50,3403,12.87774,1.110889,0,180036
9,62,3403,11.78295,1.110889,0,180036
12,69,3403,13.16158,1.110889,0,180036
9,61,3403,12.61154,1.110889,0,180036
9,72,3403,11.63071,1.110889,0,180036
12,54,3403,11.22524,1.110889,0,180036
9,71,3403,11.51293,1.110889,0,180036
12,59,3403,12.89922,1.110889,0,180036
9,71,3403,11.66993,1.110889,0,180036
6,52,3403,11.91839,1.110889,0,180036
6,56,3403,11.98293,1.110889,0,180036
4,56,3403,12.31268,1.110889,0,180036
6,62,3403,9.952278,1.110889,0,180036
2,60,3403,11.69525,1.110889,0,180036
6,57,3403,12.54255,1.110889,0,180036
6,71,3403,11.81303,1.110889,0,180036
12,52,3403,12.97154,1.110889,0,180036
12,61,3403,12.295,1.110889,0,180036
12,61,3403,10.12663,1.110889,0,180036
9,50,3403,11.71994,1.110889,0,180036
9,70,3403,12.13886,1.110889,0,180036
12,71,3403,12.10071,1.110889,0,180036
9,60,3403,11.91839,1.110889,0,180036
9,72,3403,11.61729,1.110889,0,180036
12,71,3403,11.41311,1.110889,0,180036
12,57,3403,12.59134,1.110889,0,180036
12,57,3403,13.45884,1.110889,0,180036
12,57,3403,12.76569,1.110889,0,180036
9,60,3403,12.66033,1.110889,0,180036
15,50,3403,12.61818,1.110889,0,180036
9,71,3403,11.83501,1.110889,0,180036
6,69,3403,12.32386,1.110889,0,180036
15,60,3403,12.20607,1.110889,0,180036
12,51,3403,12.65715,1.110889,0,180036
5,51,3403,11.33857,1.110889,0,180036
12,50,3403,12.62807,1.110889,0,180036
12,55,3403,12.52671,1.110889,0,180036
0,57,3403,12.12269,1.110889,0,180036
6,70,3403,12.46651,1.110889,0,180036
12,70,3403,12.20607,1.110889,0,180036
6,52,3403,11.77529,1.110889,0,180036
12,55,3403,12.03172,1.110889,0,180036
6,55,3403,11.69525,1.110889,0,180036
9,58,3403,12.15688,1.110889,0,180036
12,59,3403,12.57764,1.110889,0,180036
9,69,3403,11.51293,1.110889,0,180036
6,62,3403,12.57764,1.110889,0,180036
13,55,3403,12.67295,1.110889,0,180036
12,72,3403,11.40757,1.110889,0,180036
8,53,3403,11.98293,1.110889,0,180036
11,56,3403,12.53538,1.110889,0,180036
6,58,3403,11.55215,1.110889,0,180036
9,69,3403,12.42922,1.110889,0,180036
19,62,3403,11.91839,1.110889,0,180036
6,61,3403,12.10071,1.110889,0,180036
6,72,3403,11.56172,1.110889,0,180036
6,58,3403,12.20607,1.110889,0,180036
6,52,3403,12.61154,1.110889,0,180036
6,58,3403,10.49127,1.110889,0,180036
11,57,3403,11.44035,1.110889,0,180036
6,70,3403,11.69525,1.110889,0,180036
6,71,3403,10.81978,1.110889,0,180036
6,72,3403,12.10071,1.110889,0,180036
9,58,3403,12.20607,1.110889,0,180036
6,69,3403,12.42922,1.110889,0,180036
6,53,3403,11.19134,1.110889,0,180036
6,51,3403,12.16525,1.110889,0,180036
9,72,3403,12.61154,1.110889,0,180036
6,58,3403,11.8056,1.110889,0,180036
12,62,3403,12.08954,1.110889,0,180036
12,58,3403,12.61154,1.110889,0,180036
12,56,3403,12.64497,1.110889,0,180036
11,71,3403,11.73607,1.110889,0,180036
15,68,3403,11.91839,1.110889,0,180036
9,54,3403,11.73607,1.110889,0,180036
6,68,3403,11.60824,1.110889,0,180036
5,57,3403,11.51293,1.110889,0,180036
9,62,3403,12.07254,1.110889,0,180036
6,57,3403,11.69525,1.110889,0,180036
9,55,3403,13.30468,1.110889,0,180036
12,71,3403,12.42922,1.110889,0,180036
8,56,3403,12.61154,1.110889,0,180036
12,60,3403,12.76569,1.110889,0,180036
12,69,3403,11.8494,1.110889,0,180036
9,70,3403,12.07254,1.110889,0,180036
12,72,3403,10.81978,1.110889,0,180036
12,50,3403,12.00762,1.110889,0,180036
6,54,3403,12.56898,1.110889,0,180036
6,52,3403,12.36734,1.110889,0,180036
9,62,3403,11.22524,1.110889,0,180036
17,68,3403,11.22524,1.110889,0,180036
6,71,3403,11.73607,1.110889,0,180036
6,54,3403,11.91839,1.110889,0,180036
9,56,3403,12.95276,1.110889,0,180036
12,68,3403,11.15625,1.110889,0,180036
12,61,3403,12.97154,1.110889,0,180036
6,61,3403,11.56172,1.110889,0,180036
12,62,3403,11.69525,1.110889,0,180036
6,56,3403,11.51293,1.110889,0,180036
12,72,3403,11.73607,1.110889,0,180036
12,71,3403,11.7981,1.110889,0,180036
12,62,3403,12.30592,1.110889,0,180036
3,51,3403,12.32386,1.110889,0,180036
6,71,3403,11.26446,1.110889,0,180036
6,58,3403,12.25486,1.110889,0,180036
12,54,3404,12.39048,1.313115,0,159925
5,57,3404,11.25674,1.313115,0,159925
13,52,3404,13.23569,1.313115,0,159925
12,59,3404,12.33447,1.313115,0,159925
12,58,3404,12.35017,1.313115,0,159925
6,58,3404,11.69525,1.313115,0,159925
9,69,3404,11.66993,1.313115,0,159925
6,50,3404,11.748,1.313115,0,159925
4,55,3404,10.40426,1.313115,0,159925
12,68,3404,11.08214,1.313115,0,159925
12,68,3404,11.91839,1.313115,0,159925
12,69,3404,11.65269,1.313115,0,159925
12,57,3404,12.46844,1.313115,0,159925
12,61,3404,11.75082,1.313115,0,159925
17,50,3404,12.70685,1.313115,0,159925
15,58,3404,12.76569,1.313115,0,159925
12,61,3404,12.79386,1.313115,0,159925
15,52,3404,12.75852,1.313115,0,159925
9,51,3404,12.19602,1.313115,0,159925
12,56,3404,12.42922,1.313115,0,159925
12,61,3404,12.51613,1.313115,0,159925
12,72,3404,11.35041,1.313115,0,159925
12,53,3404,12.52453,1.313115,0,159925
5,50,3404,11.75979,1.313115,0,159925
12,61,3404,11.91839,1.313115,0,159925
12,70,3404,12.42922,1.313115,0,159925
12,69,3404,11.56172,1.313115,0,159925
6,50,3404,12.0137,1.313115,0,159925
9,50,3404,12.30886,1.313115,0,159925
12,62,3404,11.65269,1.313115,0,159925
17,68,3404,11.95118,1.313115,0,159925
9,58,3404,11.56172,1.313115,0,159925
17,53,3404,12.50618,1.313115,0,159925
12,52,3404,11.51293,1.313115,0,159925
12,52,3404,13.017,1.313115,0,159925
6,56,3404,12.69772,1.313115,0,159925
13,62,3404,12.19197,1.313115,0,159925
15,54,3404,12.68231,1.313115,0,159925
12,61,3404,12.42922,1.313115,0,159925
9,69,3404,11.74404,1.313115,0,159925
4,72,3404,11.03489,1.313115,0,159925
12,68,3404,11.84223,1.313115,0,159925
12,62,3404,12.84529,1.313115,0,159925
12,71,3404,11.56647,1.313115,0,159925
12,56,3404,11.69525,1.313115,0,159925
12,60,3404,11.95761,1.313115,0,159925
15,55,3404,12.6885,1.313115,0,159925
4,52,3404,11.73607,1.313115,0,159925
3,61,3404,11.91839,1.313115,0,159925
8,56,3404,12.1495,1.313115,0,159925
9,54,3404,11.15625,1.313115,0,159925
9,72,3404,11.66993,1.313115,0,159925
12,53,3404,12.83468,1.313115,0,159925
12,59,3404,12.20607,1.313115,0,159925
12,52,3404,12.52088,1.313115,0,159925
6,70,3404,12.0137,1.313115,0,159925
12,61,3404,12.38839,1.313115,0,159925
6,61,3404,12.19096,1.313115,0,159925
14,69,3404,12.20607,1.313115,0,159925
5,56,3404,12.10071,1.313115,0,159925
9,59,3404,12.15478,1.313115,0,159925
12,54,3404,11.91839,1.313115,0,159925
9,57,3404,12.4356,1.313115,0,159925
12,62,3404,10.23996,1.313115,0,159925
6,57,3404,12.10071,1.313115,0,159925
9,59,3404,12.32386,1.313115,0,159925
6,57,3404,11.42954,1.313115,0,159925
11,52,3404,11.26446,1.313115,0,159925
12,71,3404,11.77529,1.313115,0,159925
12,62,3404,13.017,1.313115,0,159925
6,54,3404,11.91839,1.313115,0,159925
12,56,3404,12.66981,1.313115,0,159925
12,59,3404,12.70321,1.313115,0,159925
12,56,3404,12.69465,1.313115,0,159925
12,54,3404,12.4761,1.313115,0,159925
12,55,3404,12.42521,1.313115,0,159925
17,54,3404,12.71144,1.313115,0,159925
12,57,3404,12.10071,1.313115,0,159925
9,60,3404,10.96647,1.313115,0,159925
12,69,3404,11.872,1.313115,0,159925
9,57,3404,11.69525,1.313115,0,159925
9,53,3404,12.20607,1.313115,0,159925
12,69,3404,12.20607,1.313115,0,159925
13,61,3404,12.71289,1.313115,0,159925
12,70,3404,12.65076,1.313115,0,159925
12,72,3404,12.11176,1.313115,0,159925
13,70,3404,11.84944,1.313115,0,159925
12,51,3404,12.61154,1.313115,0,159925
12,70,3404,12.42922,1.313115,0,159925
6,58,3404,11.75194,1.313115,0,159925
9,53,3404,12.07368,1.313115,0,159925
12,57,3404,12.47686,1.313115,0,159925
6,55,3404,12.03765,1.313115,0,159925
15,69,3404,12.62478,1.313115,0,159925
12,58,3404,12.87902,1.313115,0,159925
6,50,3404,12.4837,1.313115,0,159925
6,72,3404,11.51293,1.313115,0,159925
12,62,3404,11.77529,1.313115,0,159925
12,54,3404,12.78269,1.313115,0,159925
13,61,3404,12.0137,1.313115,0,159925
12,71,3404,11.4721,1.313115,0,159925
12,56,3404,12.36734,1.313115,0,159925
12,59,3404,12.52453,1.313115,0,159925
12,70,3404,11.79056,1.313115,0,159925
6,55,3404,11.15625,1.313115,0,159925
9,58,3404,11.88862,1.313115,0,159925
12,72,3404,11.79434,1.313115,0,159925
6,70,3404,11.33857,1.313115,0,159925
12,57,3404,12.76569,1.313115,0,159925
12,57,3404,12.67639,1.313115,0,159925
9,58,3404,11.8494,1.313115,0,159925
12,71,3404,12.29225,1.313115,0,159925
17,52,3404,12.78465,1.313115,0,159925
4,60,3404,11.62625,1.313115,0,159925
17,51,3404,12.81039,1.313115,0,159925
12,57,3404,13.15773,1.313115,0,159925
6,57,3404,11.3992,1.313115,0,159925
12,71,3404,11.93164,1.313115,0,159925
12,61,3404,12.76569,1.313115,0,159925
17,59,3404,12.20607,1.313115,0,159925
12,57,3404,12.16785,1.313115,0,159925
4,61,3404,10.49127,1.313115,0,159925
12,68,3404,12.61154,1.313115,0,159925
12,60,3404,12.42922,1.313115,0,159925
6,59,3404,11.95118,1.313115,0,159925
6,71,3404,10.23996,1.313115,0,159925
12,62,3404,11.79207,1.313115,0,159925
15,50,3404,13.21767,1.313115,0,159925
17,62,3404,12.52453,1.313115,0,159925
12,58,3404,12.19854,1.313115,0,159925
9,71,3404,11.50288,1.313115,0,159925
12,59,3404,11.51293,1.313115,0,159925
12,61,3404,12.52671,1.313115,0,159925
6,57,3404,11.89478,1.313115,0,159925
14,58,3404,11.51293,1.313115,0,159925
12,61,3404,12.50618,1.313115,0,159925
12,57,3404,12.56024,1.313115,0,159925
10,68,3404,11.11988,1.313115,0,159925
6,51,3404,12.14579,1.313115,0,159925
15,56,3404,12.61154,1.313115,0,159925
12,60,3404,11.40757,1.313115,0,159925
15,53,3404,12.65938,1.313115,0,159925
17,54,3404,12.70077,1.313115,0,159925
6,55,3404,11.91839,1.313115,0,159925
12,72,3404,11.28978,1.313115,0,159925
6,50,3404,11.51293,1.313115,0,159925
13,56,3404,12.12811,1.313115,0,159925
12,61,3404,12.44706,1.313115,0,159925
5,57,3404,11.66993,1.313115,0,159925
9,57,3404,12.62872,1.313115,0,159925
9,57,3404,11.77529,1.313115,0,159925
17,60,3404,12.52453,1.313115,0,159925
9,68,3404,11.77529,1.313115,0,159925
10,55,3404,9.413281,1.313115,0,159925
15,59,3404,12.495,1.313115,0,159925
9,68,3404,11.69525,1.313115,0,159925
9,56,3404,11.83138,1.313115,0,159925
12,60,3404,12.40082,1.313115,0,159925
9,60,3404,12.76569,1.313115,0,159925
12,56,3404,12.46844,1.313115,0,159925
12,58,3404,12.35449,1.313115,0,159925
12,61,3404,12.44509,1.313115,0,159925
12,56,3404,11.91839,1.313115,0,159925
12,69,3404,11.77529,1.313115,0,159925
12,59,3404,12.14791,1.313115,0,159925
12,61,3404,12.52453,1.313115,0,159925
6,56,3404,11.73607,1.313115,0,159925
11,54,3404,10.59663,1.313115,0,159925
9,52,3404,12.42922,1.313115,0,159925
9,60,3404,12.04355,1.313115,0,159925
12,60,3404,12.82665,1.313115,0,159925
12,61,3404,11.8494,1.313115,0,159925
12,69,3404,11.51293,1.313115,0,159925
6,55,3404,11.8706,1.313115,0,159925
12,50,3404,12.61154,1.313115,0,159925
6,53,3404,11.81303,1.313115,0,159925
12,68,3404,11.91839,1.313115,0,159925
12,62,3404,12.04942,1.313115,0,159925
12,70,3404,12.89922,1.313115,0,159925
9,55,3404,12.10071,1.313115,0,159925
6,60,3404,11.81303,1.313115,0,159925
12,72,3404,11.91839,1.313115,0,159925
0,70,3404,10.98529,1.313115,0,159925
6,56,3404,12.15583,1.313115,0,159925
12,60,3404,12.83468,1.313115,0,159925
9,54,3404,12.70077,1.313115,0,159925
12,54,3404,12.41917,1.313115,0,159925
12,57,3404,12.24529,1.313115,0,159925
12,68,3404,11.65269,1.313115,0,159925
12,72,3404,11.56172,1.313115,0,159925
9,57,3404,12.42922,1.313115,0,159925
15,51,3404,12.76283,1.313115,0,159925
6,71,3404,11.77529,1.313115,0,159925
9,56,3404,11.51293,1.313115,0,159925
14,53,3404,12.70077,1.313115,0,159925
14,57,3404,12.861,1.313115,0,159925
12,55,3404,12.07824,1.313115,0,159925
12,55,3404,12.61154,1.313115,0,159925
12,70,3404,12.42922,1.313115,0,159925
12,62,3404,12.09626,1.313115,0,159925
5,50,3404,10.23996,1.313115,0,159925
12,56,3404,12.52779,1.313115,0,159925
5,59,3404,11.08214,1.313115,0,159925
14,61,3404,12.60149,1.313115,0,159925
6,72,3404,11.73607,1.313115,0,159925
1,56,3404,11.74404,1.313115,0,159925
12,52,3404,11.69525,1.313115,0,159925
0,59,3404,10.20359,1.313115,0,159925
13,61,3404,12.92391,1.313115,0,159925
13,59,3404,12.11833,1.313115,0,159925
3,55,3404,11.58989,1.313115,0,159925
12,52,3404,12.32386,1.313115,0,159925
12,69,3404,12.70685,1.313115,0,159925
9,56,3404,12.23563,1.313115,0,159925
14,51,3404,12.70685,1.313115,0,159925
17,59,3404,12.67686,1.313115,0,159925
12,50,3404,12.80875,1.313115,0,159925
12,62,3404,11.28978,1.313115,0,159925
12,53,3404,12.60149,1.313115,0,159925
12,60,3404,12.74257,1.313115,0,159925
12,52,3404,12.81475,1.313115,0,159925
13,55,3404,11.91839,1.313115,0,159925
6,68,3404,11.8494,1.313115,0,159925
12,60,3404,12.25486,1.313115,0,159925
8,59,3404,11.55215,1.313115,0,159925
2,59,3404,11.66993,1.313115,0,159925
9,55,3404,12.17561,1.313115,0,159925
12,53,3404,12.15478,1.313115,0,159925
12,53,3404,12.8739,1.313115,0,159925
12,54,3404,13.12236,1.313115,0,159925
12,60,3404,11.95118,1.313115,0,159925
9,51,3404,12.0137,1.313115,0,159925
12,69,3404,12.61154,1.313115,0,159925
12,69,3404,12.76569,1.313115,0,159925
12,68,3404,11.35041,1.313115,0,159925
12,61,3404,11.40757,1.313115,0,159925
12,52,3404,13.12236,1.313115,0,159925
6,58,3404,10.71442,1.313115,0,159925
12,54,3404,12.74257,1.313115,0,159925
12,60,3404,12.18587,1.313115,0,159925
14,54,3404,12.40492,1.313115,0,159925
12,57,3404,11.91839,1.313115,0,159925
12,56,3404,12.51796,1.313115,0,159925
12,62,3404,12.19349,1.313115,0,159925
12,59,3404,12.57321,1.313115,0,159925
17,55,3404,12.92391,1.313115,0,159925
9,53,3404,13.14217,1.313115,0,159925
15,60,3404,13.81551,1.313115,0,159925
12,72,3404,12.91657,1.313115,0,159925
12,51,3404,12.93844,1.313115,0,159925
12,61,3404,12.29225,1.313115,0,159925
12,70,3404,11.98293,1.313115,0,159925
12,70,3404,12.52453,1.313115,0,159925
