conglome,vivienda,hogar,district,male,age,ccdd,ccpp,ccdi,hid,hhmem,lhhmem,kids,k_hhmem,infants,children,adults,ces,depprov,hconsump,hconsumplm,hhequiv,lhhequiv,lhhconsplm,CAST,QUE,AYM,near_x,near_y,cusco,pothuan_mita,border,d_bnd,bfe4_1,bfe4_2,bfe4_3,elv_sh,slope,near_dist,dpot,lat,lon,dbnd_sh,dbnd_sh2,dbnd_sh3,dbnd_sh4,x,y
 174, 36,11,30101,male,34,3,1,1, 174 3611,4,1.386294,2,.5,1,1,2,2.9,301,12674,13357.9,4606.172,8.435152,9.499864,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 176, 53,11,30101,female,60,3,1,1, 176 5311,3,1.098612,1,.3333333,1,0,2,2.4,301,1401,1476.599,615.2496,6.422028,7.297497,0,1,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 168,130,11,30101,male,45,3,1,1, 16813011,6,1.791759,0,0,0,0,6,6,301,5167,5445.815,907.6359,6.810843,8.602603,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 174, 14,11,30101,male,35,3,1,1, 174 1411,4,1.386294,2,.5,1,1,2,2.9,301,5127,5403.657,1863.33,7.53012,8.594831,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 173, 68,11,30101,female,46,3,1,1, 173 6811,3,1.098612,0,0,0,0,3,3,301,2737,2884.691,961.5635,6.868561,7.967173,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 172, 28,11,30101,male,39,3,1,1, 172 2811,4,1.386294,2,.5,0,2,2,3,301,3368,3549.74,1183.247,7.076017,8.174629,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 173, 32,11,30101,male,54,3,1,1, 173 3211,5,1.609438,0,0,0,0,5,5,301,4059,4278.027,855.6053,6.751809,8.361247,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 169, 45,11,30101,male,49,3,1,1, 169 4511,7,1.94591,3,.4285714,0,3,4,5.5,301,5533,5831.565,1060.285,6.966293,8.671041,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 175, 27,11,30101,male,38,3,1,1, 175 2711,4,1.386294,2,.5,0,2,2,3,301,818,862.14,287.38,5.660805,6.759418,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 173, 57,11,30101,female,69,3,1,1, 173 5711,1,0,0,0,0,0,1,1,301,826,870.5717,870.5717,6.76915,6.76915,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 168, 14,11,30101,male,50,3,1,1, 168 1411,13,2.564949,6,.4615385,2,4,7,9.8,301,5581,5882.155,600.2199,6.397296,8.679679,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 176, 22,11,30101,male,71,3,1,1, 176 2211,6,1.791759,2,.3333333,1,1,4,4.9,301,2221,2340.847,477.7238,6.169033,7.758268,0,1,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 172, 48,11,30101,male,55,3,1,1, 172 4811,4,1.386294,0,0,0,0,4,4,301,2095,2208.048,552.012,6.31357,7.699864,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 168, 88,11,30101,female,70,3,1,1, 168 8811,3,1.098612,2,.6666667,0,2,1,2,301,1848,1947.72,973.8598,6.881268,7.574415,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 173, 45,11,30101,male,20,3,1,1, 173 4511,2,.6931472,0,0,0,0,2,2,301,1104,1163.573,581.7864,6.366103,7.05925,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 170, 43,11,30101,male,31,3,1,1, 170 4311,5,1.609438,3,.6,1,2,2,3.4,301,2673,2817.237,828.5992,6.719737,7.943512,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 173,  2,11,30101,male,31,3,1,1, 173  211,4,1.386294,2,.5,0,2,2,3,301,2628,2769.809,923.2697,6.827921,7.926534,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 173, 14,11,30101,female,44,3,1,1, 173 1411,4,1.386294,1,.25,0,1,3,3.5,301,3385,3567.657,1019.331,6.926901,8.179665,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 167, 96,11,30101,male,31,3,1,1, 167 9611,3,1.098612,1,.3333333,0,1,2,2.5,301,3124,3292.573,1317.029,7.183134,8.099424,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 168, 51,11,30101,male,52,3,1,1, 168 5111,4,1.386294,0,0,0,0,4,4,301,2170,2287.095,571.7737,6.348743,7.735038,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 175, 68,11,30101,male,58,3,1,1, 175 6811,3,1.098612,0,0,0,0,3,3,301,2172,2289.203,763.0676,6.637347,7.735959,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 174, 47,11,30101,male,45,3,1,1, 174 4711,3,1.098612,1,.3333333,0,1,2,2.5,301,2306,2430.434,972.1735,6.879534,7.795825,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 175, 56,11,30101,male,38,3,1,1, 175 5611,7,1.94591,5,.7142857,2,3,2,4.3,301,2695,2840.424,660.5638,6.493093,7.951709,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 175, 42,11,30101,male,52,3,1,1, 175 4211,5,1.609438,2,.4,1,1,3,3.9,301,1177,1240.512,318.08,5.762303,7.12328,0,1,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 175,  4,11,30101,male,16,3,1,1, 175  411,3,1.098612,2,.6666667,0,2,1,2,301,118,124.3674,62.18369,4.130093,4.82324,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 174, 59,11,30101,male,57,3,1,1, 174 5911,6,1.791759,1,.1666667,0,1,5,5.5,301,5357,5646.068,1026.558,6.933967,8.638715,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 175, 17,11,30101,male,70,3,1,1, 175 1711,2,.6931472,0,0,0,0,2,2,301,630,663.9953,331.9977,5.805128,6.498275,0,1,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 172, 20,11,30101,male,49,3,1,1, 172 2011,8,2.079442,6,.75,2,4,2,4.8,301,7709,8124.984,1692.705,7.434083,9.002699,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 174,  3,11,30101,male,36,3,1,1, 174  311,5,1.609438,3,.6,0,3,2,3.5,301,4173,4398.179,1256.622,7.136183,8.388946,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 167, 21,11,30101,male,47,3,1,1, 167 2111,9,2.197225,4,.4444444,2,2,5,6.8,301,4449,4689.072,689.5693,6.536067,8.45299,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 169,123,11,30101,male,50,3,1,1, 16912311,6,1.791759,1,.1666667,0,1,5,5.5,301,4368,4603.701,837.0365,6.729867,8.434616,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 167, 47,11,30101,male,48,3,1,1, 167 4711,6,1.791759,2,.3333333,0,2,4,5,301,3284,3461.207,692.2415,6.539935,8.149373,0,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 171, 71,11,30101,male,35,3,1,1, 171 7111,3,1.098612,1,.3333333,0,1,2,2.5,301,2324,2449.405,979.762,6.88731,7.8036,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 176, 32,11,30101,male,51,3,1,1, 176 3211,5,1.609438,1,.2,0,1,4,4.5,301,3534,3724.698,827.7106,6.718664,8.222741,0,1,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 174, 24,11,30101,male,28,3,1,1, 174 2411,1,0,0,0,0,0,1,1,301,-112,-118.0436,-118.0436,0,0,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 176, 42,11,30101,male,29,3,1,1, 176 4211,3,1.098612,1,.3333333,1,0,2,2.4,301,4044,4262.218,1775.924,7.482076,8.357545,castellano,0,0,726782.4,8486169,0,0,1,6.092747,0,0,1,3.31417,13.9305,1017482,10.17482,13.63389,72.88139,.0609275,.0037122,.0002262,.0000138,.5448303,-.768116
 201, 32,11,30103,male,61,3,1,3, 201 3211,4,1.386294,1,.25,0,1,3,3.5,301,184,203.2342,58.0669,4.061596,5.314359,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 31,11,30103,male,30,3,1,3, 201 3111,6,1.791759,4,.6666667,2,2,2,3.8,301,666,735.6193,193.584,5.265712,6.600713,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 34,11,30103,male,35,3,1,3, 201 3411,8,2.079442,6,.75,2,4,2,4.8,301,1119,1235.973,257.4944,5.550998,7.119614,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 33,11,30103,male,67,3,1,3, 201 3311,2,.6931472,0,0,0,0,2,2,301,321,354.5552,177.2776,5.177717,5.870864,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191, 35,11,30103,male,27,3,1,3, 191 3511,5,1.609438,1,.2,1,0,4,4.4,301,1086,1199.523,272.6189,5.608075,7.08968,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191, 65,11,30103,male,25,3,1,3, 191 6511,5,1.609438,3,.6,1,2,2,3.4,301,2022,2233.367,656.8726,6.48749,7.711266,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 83,11,30103,male,61,3,1,3, 201 8311,2,.6931472,0,0,0,0,2,2,301,849,937.7489,468.8745,6.150335,6.843482,castellano,0,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191, 71,11,30103,male,66,3,1,3, 191 7111,4,1.386294,0,0,0,0,4,4,301,801,884.7313,221.1828,5.39899,6.785284,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 82,11,30103,male,28,3,1,3, 201 8211,4,1.386294,2,.5,0,2,2,3,301,1119,1235.973,411.991,6.021001,7.119614,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 81,11,30103,male,56,3,1,3, 201 8111,4,1.386294,2,.5,0,2,2,3,301,668,737.8284,245.9428,5.505099,6.603711,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 35,11,30103,male,73,3,1,3, 201 3511,2,.6931472,0,0,0,0,2,2,301,457,504.7718,252.3859,5.530959,6.224106,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191, 20,11,30103,male,67,3,1,3, 191 2011,5,1.609438,2,.4,0,2,3,4,301,430,474.9494,118.7374,4.776914,6.163208,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 84,11,30103,male,82,3,1,3, 201 8411,5,1.609438,1,.2,0,1,4,4.5,301,398,439.6043,97.68985,4.581798,6.085875,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 36,11,30103,male,73,3,1,3, 201 3611,5,1.609438,3,.6,1,2,2,3.4,301,517,571.0438,167.9541,5.123691,6.347466,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 80,11,30103,male,23,3,1,3, 201 8011,4,1.386294,2,.5,2,0,2,2.8,301,585,646.1521,230.7686,5.441415,6.471035,castellano,0,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191,  8,11,30103,male,56,3,1,3, 191  811,2,.6931472,0,0,0,0,2,2,301,493,544.535,272.2675,5.606785,6.299932,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191,  3,11,30103,male,41,3,1,3, 191  311,7,1.94591,3,.4285714,0,3,4,5.5,301,1416,1564.019,284.3672,5.650266,7.355014,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 201, 79,11,30103,female,65,3,1,3, 201 7911,2,.6931472,0,0,0,0,2,2,301,194,214.2795,107.1397,4.674134,5.367281,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191, 24,11,30103,male,35,3,1,3, 191 2411,6,1.791759,3,.5,0,3,3,4.5,301,957,1057.039,234.8975,5.459149,6.963226,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 191, 52,11,30103,male,33,3,1,3, 191 5211,5,1.609438,3,.6,1,2,2,3.4,301,1409,1556.288,457.7316,6.126283,7.350059,0,1,0,731579.9,8483071,0,1,0,17.98429,0,0,1,3.90165,9.98946,999704.3,9.997043,13.87417,72.87278,.1798429,.0323435,.0058167,.0010461,.5362167,-.5278358
 202, 71,11,30105,male,31,3,1,5, 202 7111,5,1.609438,3,.6,1,2,2,3.4,301,1379,1523.152,447.9857,6.104762,7.328537,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 70,11,30105,male,60,3,1,5, 202 7011,2,.6931472,0,0,0,0,2,2,301,505,557.7894,278.8947,5.630834,6.323981,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 24,11,30105,female,62,3,1,5, 202 2411,8,2.079442,3,.375,2,1,5,6.3,301,944,1042.68,165.5047,5.109,6.949549,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 22,11,30105,male,55,3,1,5, 202 2211,4,1.386294,1,.25,0,1,3,3.5,301,848,936.6443,267.6127,5.58954,6.842304,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 72,11,30105,male,23,3,1,5, 202 7211,2,.6931472,0,0,0,0,2,2,301,977,1079.129,539.5646,6.290762,6.98391,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 23,11,30105,male,24,3,1,5, 202 2311,3,1.098612,1,.3333333,1,0,2,2.4,301,722,797.4731,332.2805,5.805979,6.681448,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 21,11,30105,male,31,3,1,5, 202 2111,7,1.94591,5,.7142857,2,3,2,4.3,301,669,738.9329,171.8448,5.146592,6.605207,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 20,11,30105,female,72,3,1,5, 202 2011,1,0,0,0,0,0,1,1,301,338,373.3323,373.3323,5.922469,5.922469,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 19,11,30105,female,68,3,1,5, 202 1911,3,1.098612,2,.6666667,0,2,1,2,301,831,917.8673,458.9337,6.128906,6.822053,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 69,11,30105,male,58,3,1,5, 202 6911,6,1.791759,4,.6666667,0,4,2,4,301,539,595.3435,148.8359,5.002844,6.389139,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 68,11,30105,male,60,3,1,5, 202 6811,4,1.386294,2,.5,0,2,2,3,301,804,888.0449,296.015,5.69041,6.789022,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 202, 67,11,30105,male,32,3,1,5, 202 6711,5,1.609438,3,.6,1,2,2,3.4,301,951,1050.411,308.9445,5.733162,6.956937,0,1,0,714867,8499335,0,0,1,11.45381,0,0,1,2.94595,17.5783,1032759,10.32759,13.5,72.93333,.1145381,.013119,.0015026,.0001721,.5967636,-.9020061
 203, 12,11,30108,male,67,3,1,8, 203 1211,2,.6931472,0,0,0,0,2,2,301,402,444.0225,222.0112,5.402728,6.095875,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192,  3,11,30108,female,35,3,1,8, 192  311,2,.6931472,1,.5,0,1,1,1.5,301,1900,2098.614,1399.076,7.243567,7.649032,castellano,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 203, 58,11,30108,male,35,3,1,8, 203 5811,6,1.791759,4,.6666667,1,3,2,3.9,301,641,708.0059,181.54,5.201476,6.562452,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 63,11,30108,male,45,3,1,8, 192 6311,3,1.098612,1,.3333333,0,1,2,2.5,301,1398,1544.138,617.6552,6.425931,7.342221,castellano,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 51,11,30108,male,40,3,1,8, 192 5111,5,1.609438,3,.6,0,3,2,3.5,301,2890,3192.102,912.0291,6.815672,8.068435,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 203, 57,11,30108,female,92,3,1,8, 203 5711,1,0,0,0,0,0,1,1,301,155,171.2027,171.2027,5.142848,5.142848,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 203, 55,11,30108,male,32,3,1,8, 203 5511,6,1.791759,4,.6666667,1,3,2,3.9,301,795,878.1041,225.1549,5.416789,6.777765,castellano,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 33,11,30108,male,59,3,1,8, 192 3311,4,1.386294,0,0,0,0,4,4,301,1630,1800.39,450.0974,6.109464,7.495759,castellano,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 203, 56,11,30108,female,80,3,1,8, 203 5611,2,.6931472,1,.5,0,1,1,1.5,301,410,452.8587,301.9058,5.710115,6.11558,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 27,11,30108,male,28,3,1,8, 192 2711,2,.6931472,1,.5,0,1,1,1.5,301,3300,3644.96,2429.974,7.795636,8.2011,castellano,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 203, 60,11,30108,female,62,3,1,8, 203 6011,1,0,0,0,0,0,1,1,301,297,328.0464,328.0464,5.793155,5.793155,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 45,11,30108,male,22,3,1,8, 192 4511,3,1.098612,0,0,0,0,3,3,301,515,568.8347,189.6116,5.244977,6.34359,0,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 15,11,30108,male,52,3,1,8, 192 1511,3,1.098612,0,0,0,0,3,3,301,-610,-673.7654,-224.5885,0,0,0,0,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 192, 57,11,30108,female,59,3,1,8, 192 5711,4,1.386294,1,.25,1,0,3,3.4,301,947,1045.993,307.6451,5.728947,6.952722,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
 203, 59,11,30108,female,65,3,1,8, 203 5911,5,1.609438,2,.4,1,1,3,3.9,301,609,672.6609,172.4771,5.150265,6.511241,0,1,0,721383.9,8491274,0,0,0,20.84605,0,0,1,3.22386,15.8681,1021220,10.2122,13.51333,72.81,.2084605,.0434558,.0090588,.0018884,.4734344,-.8886757
