conglome,vivienda,hogar,district,male,age,ccdd,ccpp,ccdi,hid,hhmem,lhhmem,kids,k_hhmem,infants,children,adults,ces,depprov,hconsump,hconsumplm,hhequiv,lhhequiv,lhhconsplm,CAST,QUE,AYM,near_x,near_y,cusco,pothuan_mita,border,d_bnd,bfe4_1,bfe4_2,bfe4_3,elv_sh,slope,near_dist,dpot,lat,lon,dbnd_sh,dbnd_sh2,dbnd_sh3,dbnd_sh4,x,y
 187, 53,11,30401,male,53,3,4,1, 187 5311,5,1.609438,1,.2,0,1,4,4.5,304,1816,1913.993,425.3317,6.052869,7.556947,0,1,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 187, 17,11,30401,male,76,3,4,1, 187 1711,4,1.386294,0,0,0,0,4,4,304,6101,6430.215,1607.554,7.382469,8.768764,castellano,0,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 186,108,11,30401,male,27,3,4,1, 18610811,4,1.386294,2,.5,1,1,2,2.9,304,1961,2066.817,712.6956,6.569054,7.633765,castellano,0,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 186,161,11,30401,male,75,3,4,1, 18616111,2,.6931472,0,0,0,0,2,2,304,223,235.0333,117.5166,4.76658,5.459727,0,1,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 187, 41,11,30401,male,29,3,4,1, 187 4111,4,1.386294,2,.5,1,1,2,2.9,304,1478,1557.754,537.1566,6.28629,7.351,castellano,0,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 185, 20,11,30401,female,49,3,4,1, 185 2011,3,1.098612,2,.6666667,0,2,1,2,304,430,453.2032,226.6016,5.423193,6.116341,castellano,0,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 187, 29,11,30401,female,72,3,4,1, 187 2911,6,1.791759,1,.1666667,0,1,5,5.5,304,512,539.6279,98.11417,4.586132,6.29088,castellano,0,0,721453,8366607,0,1,0,60.08744,1,0,0,3.8583,10.0776,1003548,10.03548,14.30056,73.23083,.6008744,.3610501,.2169458,.1303572,.8942642,-.1014462
 216, 10,11,30405,female,75,3,4,5, 216 1011,2,.6931472,0,0,0,0,2,2,304,142,156.8438,78.42188,4.362103,5.05525,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 27,11,30405,male,25,3,4,5, 216 2711,4,1.386294,2,.5,1,1,2,2.9,304,1490,1645.755,567.5016,6.341244,7.405954,castellano,0,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 40,11,30405,male,35,3,4,5, 195 4011,7,1.94591,3,.4285714,0,3,4,5.5,304,1548,1709.818,310.8759,5.739394,7.444142,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 19,11,30405,male,45,3,4,5, 195 1911,4,1.386294,0,0,0,0,4,4,304,628,693.647,173.4118,5.155669,6.541963,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 66,11,30405,female,46,3,4,5, 195 6611,3,1.098612,0,0,0,0,3,3,304,938,1036.052,345.3508,5.844561,6.943173,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 11,11,30405,male,42,3,4,5, 216 1111,6,1.791759,3,.5,0,3,3,4.5,304,1470,1623.664,360.8143,5.888363,7.392441,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 53,11,30405,male,50,3,4,5, 195 5311,7,1.94591,1,.1428571,0,1,6,6.5,304,1250,1380.667,212.4103,5.35852,7.230322,0,0,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216,  8,11,30405,male,64,3,4,5, 216  811,3,1.098612,1,.3333333,0,1,2,2.5,304,1218,1345.322,538.1287,6.288098,7.204389,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195,  6,11,30405,male,63,3,4,5, 195  611,2,.6931472,0,0,0,0,2,2,304,221,244.1019,122.0509,4.804439,5.497586,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 28,11,30405,male,26,3,4,5, 216 2811,3,1.098612,1,.3333333,1,0,2,2.4,304,2801,3093.798,1289.083,7.161686,8.037155,castellano,0,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 12,11,30405,male,59,3,4,5, 216 1211,3,1.098612,0,0,0,0,3,3,304,947,1045.993,348.6644,5.85411,6.952722,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 25,11,30405,male,28,3,4,5, 216 2511,6,1.791759,4,.6666667,2,2,2,3.8,304,970,1071.397,281.9467,5.641718,6.976719,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 13,11,30405,male,87,3,4,5, 195 1311,5,1.609438,3,.6,0,3,2,3.5,304,443,489.3083,139.8024,4.94023,6.192993,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216,  9,11,30405,male,54,3,4,5, 216  911,3,1.098612,1,.3333333,0,1,2,2.5,304,263,290.4923,116.1969,4.755286,5.671577,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 47,11,30405,male,50,3,4,5, 195 4711,7,1.94591,3,.4285714,0,3,4,5.5,304,648,715.7377,130.1341,4.868566,6.573314,castellano,0,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 26,11,30405,male,62,3,4,5, 216 2611,7,1.94591,3,.4285714,1,2,4,5.4,304,1419,1567.333,290.2469,5.670732,7.357131,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 60,11,30405,male,62,3,4,5, 195 6011,2,.6931472,0,0,0,0,2,2,304,231,255.1472,127.5736,4.848693,5.541841,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 30,11,30405,male,53,3,4,5, 216 3011,5,1.609438,3,.6,0,3,2,3.5,304,1010,1115.579,318.7368,5.764366,7.017128,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216, 29,11,30405,male,29,3,4,5, 216 2911,3,1.098612,1,.3333333,1,0,2,2.4,304,1976,2182.558,909.3992,6.812784,7.688253,castellano,0,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 195, 73,11,30405,male,78,3,4,5, 195 7311,3,1.098612,0,0,0,0,3,3,304,854,943.2715,314.4239,5.750742,6.849354,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 216,  7,11,30405,male,39,3,4,5, 216  711,8,2.079442,5,.625,2,3,3,5.3,304,691,763.2326,144.0061,4.969856,6.637563,0,1,0,725126.1,8485845,0,1,0,50.21799,0,0,1,3.57473,9.3403,1023622,10.23622,14.00778,73.24778,.5021799,.2521846,.126642,.0635971,.9112167,-.3942261
 197, 64,11,30415,male,47,3,4,15, 197 6411,2,.6931472,0,0,0,0,2,2,304,1228,1356.367,678.1835,6.519418,7.212565,castellano,0,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 56,11,30415,male,76,3,4,15, 217 5611,2,.6931472,0,0,0,0,2,2,304,369,407.5728,203.7864,5.317072,6.01022,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197,  7,11,30415,male,41,3,4,15, 197  711,9,2.197225,5,.5555556,1,4,4,6.4,304,2506,2767.961,432.4939,6.069568,7.925866,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 64,11,30415,male,31,3,4,15, 218 6411,8,2.079442,6,.75,3,3,2,4.7,304,895,988.5574,210.3314,5.348684,6.896247,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 62,11,30415,male,27,3,4,15, 218 6211,5,1.609438,3,.6,2,1,2,3.3,304,578,638.4203,193.4607,5.265074,6.458997,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 43,11,30415,female,58,3,4,15, 197 4311,4,1.386294,1,.25,0,1,3,3.5,304,2274,2511.709,717.6312,6.575956,7.828719,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 50,11,30415,male,55,3,4,15, 217 5011,6,1.791759,1,.1666667,0,1,5,5.5,304,1981,2188.081,397.8329,5.986032,7.69078,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 14,11,30415,male,32,3,4,15, 218 1411,6,1.791759,4,.6666667,1,3,2,3.9,304,1027,1134.356,290.8605,5.672843,7.03382,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 70,11,30415,male,52,3,4,15, 197 7011,12,2.484907,4,.3333333,0,4,8,10,304,3745,4136.478,413.6478,6.025015,8.3276,castellano,0,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 16,11,30415,male,81,3,4,15, 218 1611,2,.6931472,0,0,0,0,2,2,304,359,396.5275,198.2638,5.289598,5.982746,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 54,11,30415,male,63,3,4,15, 197 5411,5,1.609438,3,.6,0,3,2,3.5,304,1134,1252.541,357.8688,5.880167,7.132929,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 30,11,30415,male,35,3,4,15, 197 3011,7,1.94591,5,.7142857,1,4,2,4.4,304,3417,3774.191,857.7706,6.754337,8.235941,castellano,0,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 53,11,30415,female,74,3,4,15, 217 5311,4,1.386294,1,.25,0,1,3,3.5,304,671,741.142,211.7549,5.355429,6.608192,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 63,11,30415,male,32,3,4,15, 218 6311,6,1.791759,4,.6666667,1,3,2,3.9,304,782,863.7452,221.4731,5.400301,6.761278,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 17,11,30415,female,88,3,4,15, 218 1711,1,0,0,0,0,0,1,1,304,238,262.879,262.879,5.571694,5.571694,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 15,11,30415,male,71,3,4,15, 218 1511,2,.6931472,0,0,0,0,2,2,304,493,544.535,272.2675,5.606785,6.299932,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 66,11,30415,male,25,3,4,15, 218 6611,5,1.609438,3,.6,2,1,2,3.3,304,617,681.4971,206.5143,5.330369,6.524292,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 55,11,30415,male,65,3,4,15, 217 5511,2,.6931472,0,0,0,0,2,2,304,1024,1131.042,565.5211,6.337748,7.030895,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 57,11,30415,male,31,3,4,15, 217 5711,7,1.94591,5,.7142857,2,3,2,4.3,304,1265,1397.235,324.9383,5.783636,7.24225,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 52,11,30415,male,68,3,4,15, 217 5211,2,.6931472,0,0,0,0,2,2,304,313,345.719,172.8595,5.152479,5.845626,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 58,11,30415,female,80,3,4,15, 217 5811,1,0,0,0,0,0,1,1,304,120,132.544,132.544,4.886915,4.886915,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 54,11,30415,female,52,3,4,15, 217 5411,2,.6931472,1,.5,1,0,1,1.4,304,535,590.9254,422.0896,6.045218,6.38169,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 17,11,30415,male,36,3,4,15, 197 1711,1,0,0,0,0,0,1,1,304,1122,1239.286,1239.286,7.122291,7.122291,castellano,0,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 60,11,30415,male,16,3,4,15, 217 6011,2,.6931472,0,0,0,0,2,2,304,44,48.59947,24.29974,3.190465,3.883613,castellano,0,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 59,11,30415,male,30,3,4,15, 217 5911,2,.6931472,0,0,0,0,2,2,304,218,240.7883,120.3941,4.790771,5.483918,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 24,11,30415,male,40,3,4,15, 197 2411,4,1.386294,2,.5,0,2,2,3,304,1470,1623.664,541.2214,6.293828,7.392441,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 18,11,30415,male,28,3,4,15, 218 1811,4,1.386294,2,.5,2,0,2,2.8,304,448,494.831,176.7254,5.174597,6.204216,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 13,11,30415,male,65,3,4,15, 218 1311,7,1.94591,2,.2857143,1,1,5,5.9,304,745,822.8774,139.4707,4.937855,6.712807,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 51,11,30415,male,24,3,4,15, 217 5111,3,1.098612,1,.3333333,1,0,2,2.4,304,1104,1219.405,508.0854,6.230649,7.106118,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 197, 36,11,30415,male,45,3,4,15, 197 3611,6,1.791759,4,.6666667,1,3,2,3.9,304,720,795.2641,203.9139,5.317698,6.678674,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 61,11,30415,male,22,3,4,15, 218 6111,3,1.098612,1,.3333333,1,0,2,2.4,304,721,796.3687,331.8203,5.804594,6.680062,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 218, 65,11,30415,male,45,3,4,15, 218 6511,4,1.386294,2,.5,1,1,2,2.9,304,932,1029.425,354.9742,5.872045,6.936756,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 217, 49,11,30415,male,65,3,4,15, 217 4911,2,.6931472,0,0,0,0,2,2,304,314,346.8235,173.4118,5.155669,5.848816,0,1,0,725126.1,8485845,0,1,0,41.64546,0,0,1,3.3017,11.0167,1020937,10.20937,13.95889,73.18555,.4164546,.1734345,.0722276,.0300795,.8489838,-.4431162
 196, 34,11,30416,male,42,3,4,16, 196 3411,6,1.791759,4,.6666667,2,2,2,3.8,304,2162,2388.001,628.4214,6.443211,7.778212,0,1,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 71,11,30416,male,36,3,4,16, 196 7111,6,1.791759,4,.6666667,1,3,2,3.9,304,1274,1407.176,360.8143,5.888363,7.24934,castellano,0,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 12,11,30416,male,66,3,4,16, 196 1211,1,0,0,0,0,0,1,1,304,433,478.263,478.263,6.170161,6.170161,0,1,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 81,11,30416,male,28,3,4,16, 196 8111,6,1.791759,4,.6666667,1,3,2,3.9,304,1121,1238.182,317.4825,5.760423,7.121399,0,1,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 27,11,30416,male,77,3,4,16, 196 2711,2,.6931472,0,0,0,0,2,2,304,542,598.6572,299.3286,5.701542,6.394689,0,1,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 78,11,30416,male,30,3,4,16, 196 7811,5,1.609438,3,.6,2,1,2,3.3,304,811,895.7766,271.4474,5.603768,6.797691,castellano,0,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 57,11,30416,male,69,3,4,16, 196 5711,2,.6931472,0,0,0,0,2,2,304,1099,1213.882,606.9412,6.408432,7.101579,castellano,0,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 18,11,30416,female,76,3,4,16, 196 1811,1,0,0,0,0,0,1,1,304,391,431.8726,431.8726,6.06813,6.06813,0,1,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 40,11,30416,male,20,3,4,16, 196 4011,2,.6931472,0,0,0,0,2,2,304,452,499.2491,249.6246,5.519958,6.213105,castellano,0,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 196, 48,11,30416,male,36,3,4,16, 196 4811,8,2.079442,5,.625,1,4,3,5.4,304,1162,1283.468,237.6792,5.470922,7.157321,0,0,0,725126.1,8485845,0,1,0,57.34495,0,0,1,3.75691,8.41749,1023955,10.23955,14.05056,73.29723,.5734495,.3288443,.1885756,.1081386,.9606705,-.3514462
 198, 26,11,30503,male,80,3,5,3, 198 2611,3,1.098612,0,0,0,0,3,3,305,670,740.0374,246.6791,5.508089,6.606701,castellano,0,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 78,11,30503,male,78,3,5,3, 219 7811,2,.6931472,0,0,0,0,2,2,305,431,476.0539,238.027,5.472384,6.165531,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 198, 14,11,30503,male,45,3,5,3, 198 1411,3,1.098612,1,.3333333,0,1,2,2.5,305,5947,6568.661,2627.464,7.873775,8.790065,castellano,0,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 22,11,30503,male,48,3,5,3, 219 2211,6,1.791759,3,.5,1,2,3,4.4,305,1359,1501.061,341.1502,5.832323,7.313928,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 198,  2,11,30503,male,21,3,5,3, 198  211,3,1.098612,1,.3333333,1,0,2,2.4,305,987,1090.175,454.2394,6.118624,6.994093,castellano,0,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 73,11,30503,male,35,3,5,3, 219 7311,3,1.098612,1,.3333333,0,1,2,2.5,305,431,476.0539,190.4216,5.24924,6.165531,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 75,11,30503,male,36,3,5,3, 219 7511,4,1.386294,2,.5,2,0,2,2.8,305,914,1009.544,360.5513,5.887634,6.917253,castellano,0,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 198, 44,11,30503,male,78,3,5,3, 198 4411,2,.6931472,0,0,0,0,2,2,305,125,138.0667,69.03334,4.23459,4.927737,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 24,11,30503,female,44,3,5,3, 219 2411,5,1.609438,3,.6,0,3,2,3.5,305,617,681.4971,194.7135,5.271529,6.524292,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 76,11,30503,male,37,3,5,3, 219 7611,7,1.94591,5,.7142857,2,3,2,4.3,305,396,437.3953,101.7198,4.622222,6.080837,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 219, 19,11,30503,male,41,3,5,3, 219 1911,7,1.94591,4,.5714286,1,3,3,4.9,305,783,864.8497,176.4999,5.17332,6.762556,0,1,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
 198, 56,11,30503,male,57,3,5,3, 198 5611,6,1.791759,0,0,0,0,6,6,305,662,731.2012,121.8669,4.802929,6.594688,castellano,0,0,774491.4,8473835,0,1,1,5.910729,0,0,1,3.96153,7.75983,966503.6,9.665035,13.83667,72.43139,.0591073,.0034937,.0002065,.0000122,.0948257,-.5653362
